ID,Intake ID,Excretion ID,Subject group,Population,Country,Cohort,Intake Time definition,Intake Assessment method,Intake,Intake detail,Supplement intakes included?,Intake Arithmetic mean,Intake Geometric mean,Intake Median,Intake Unit,Intake Adjusted on,Biomarker Time definition,Biospecimen,Analytical method,Biomarker,Biomarker detail,Biomarker Arithmetic mean,Biomarker Geometric mean,Biomarker Median,Biomarker Unit,Biomarker Adjusted on,Correlation size,Correlation type,Correlation value,Correlation 95% CI lower,Correlation 95% CI upper,Correlation p-value,Significant?,Measurement adjustment,Deattenuated?,Covariates,Publication
7455,8295,8253,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),Vitamin C,"",,110.8,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",508.0,,,ug/dL,,40,Pearson,0.64,,, ,Unspecified,,,,Gonzalez 1997
7459,8295,8253,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),Vitamin C,"",,110.8,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",508.0,,,ug/dL,,40,Pearson,0.61,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7464,8300,8259,Smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",22.6,,,ug/dL,,16,Pearson,0.04,,, ,Unspecified,,,,Gonzalez 1997
7465,8300,8260,Smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,94.3,,,ug/dL,,16,Pearson,0.03,,, ,Unspecified,,,,Gonzalez 1997
7468,8300,8259,Smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",22.6,,,ug/dL,,16,Pearson,0.07,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7469,8300,8260,Smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,94.3,,,ug/dL,,16,Pearson,-0.01,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7466,8301,8261,Smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),alpha-Tocopherol,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",1025.6,,,ug/dL,,16,Pearson,-0.27,,, ,Unspecified,,,,Gonzalez 1997
7470,8301,8261,Smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),alpha-Tocopherol,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",1025.6,,,ug/dL,,16,Pearson,0.27,,, ,Unspecified,"Energy by residual method, Cholesterol",,,Gonzalez 1997
7463,8302,8262,Smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),Vitamin C,"",,,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",315.9,,,ug/dL,,16,Pearson,0.56,,, ,Unspecified,,,,Gonzalez 1997
7467,8302,8262,Smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),Vitamin C,"",,,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",315.9,,,ug/dL,,16,Pearson,0.64,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7472,8303,8259,Smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",22.6,,,ug/dL,,16,Pearson,0.37,,, ,Unspecified,,,,Gonzalez 1997
7473,8303,8260,Smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,94.3,,,ug/dL,,16,Pearson,0.22,,, ,Unspecified,,,,Gonzalez 1997
7476,8303,8259,Smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",22.6,,,ug/dL,,16,Pearson,0.35,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7477,8303,8260,Smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,94.3,,,ug/dL,,16,Pearson,0.21,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7474,8304,8261,Smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),alpha-Tocopherol,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",1025.6,,,ug/dL,,16,Pearson,-0.41,,, ,Unspecified,,,,Gonzalez 1997
7478,8304,8261,Smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),alpha-Tocopherol,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",1025.6,,,ug/dL,,16,Pearson,-0.11,,, ,Unspecified,"Energy by residual method, Cholesterol",,,Gonzalez 1997
7471,8305,8262,Smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),Vitamin C,"",,,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",315.9,,,ug/dL,,16,Pearson,0.75,,, ,Unspecified,,,,Gonzalez 1997
7475,8305,8262,Smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),Vitamin C,"",,,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",315.9,,,ug/dL,,16,Pearson,0.77,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7480,8306,8268,Non-smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",24.7,,,ug/dL,,56,Pearson,0.39,,, ,Unspecified,,,,Gonzalez 1997
7481,8306,8269,Non-smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,95.3,,,ug/dL,,56,Pearson,0.32,,, ,Unspecified,,,,Gonzalez 1997
7484,8306,8268,Non-smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",24.7,,,ug/dL,,56,Pearson,0.39,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7485,8306,8269,Non-smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,95.3,,,ug/dL,,56,Pearson,0.33,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7482,8307,8270,Non-smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),alpha-Tocopherol,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",941.3,,,ug/dL,,56,Pearson,0.07,,, ,Unspecified,,,,Gonzalez 1997
7486,8307,8270,Non-smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),alpha-Tocopherol,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",941.3,,,ug/dL,,56,Pearson,0.41,,, ,Unspecified,"Energy by residual method, Cholesterol",,,Gonzalez 1997
7479,8308,8271,Non-smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),Vitamin C,"",,,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",462.4,,,ug/dL,,56,Pearson,0.44,,, ,Unspecified,,,,Gonzalez 1997
7483,8308,8271,Non-smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),Vitamin C,"",,,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",462.4,,,ug/dL,,56,Pearson,0.43,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7488,8309,8268,Non-smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",24.7,,,ug/dL,,56,Pearson,0.44,,, ,Unspecified,,,,Gonzalez 1997
7489,8309,8269,Non-smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,95.3,,,ug/dL,,56,Pearson,0.31,,, ,Unspecified,,,,Gonzalez 1997
7492,8309,8268,Non-smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",24.7,,,ug/dL,,56,Pearson,0.42,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7493,8309,8269,Non-smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,95.3,,,ug/dL,,56,Pearson,0.3,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7490,8310,8270,Non-smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),alpha-Tocopherol,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",941.3,,,ug/dL,,56,Pearson,0.06,,, ,Unspecified,,,,Gonzalez 1997
7494,8310,8270,Non-smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),alpha-Tocopherol,"",,,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",941.3,,,ug/dL,,56,Pearson,0.46,,, ,Unspecified,"Energy by residual method, Cholesterol",,,Gonzalez 1997
7487,8311,8271,Non-smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),Vitamin C,"",,,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",462.4,,,ug/dL,,56,Pearson,0.36,,, ,Unspecified,,,,Gonzalez 1997
7491,8311,8271,Non-smokers,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),Vitamin C,"",,,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",462.4,,,ug/dL,,56,Pearson,0.36,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7499,8331,8358,Males,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Proteins,"",,99.0,,,g/day,,,"Urine, 24-h",Chemiluminescence nitrogen analyzer,Nitrogen,"",,,,g/day,,46,Pearson,0.47,,, ,Unspecified,,No,,Ocke 1997
7504,8331,8358,Males,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Proteins,"",,99.0,,,g/day,,,"Urine, 24-h",Chemiluminescence nitrogen analyzer,Nitrogen,"",,,,g/day,,46,Pearson,0.47,,, ,Unspecified,Energy by residual method,No,,Ocke 1997
7509,8331,8358,Males,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Proteins,"",,99.0,,,g/day,,,"Urine, 24-h",Chemiluminescence nitrogen analyzer,Nitrogen,"",,,,g/day,,46,Pearson,0.56,,, ,Unspecified,,Yes,,Ocke 1997
7514,8331,8358,Males,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Proteins,"",,99.0,,,g/day,,,"Urine, 24-h",Chemiluminescence nitrogen analyzer,Nitrogen,"",,,,g/day,,46,Pearson,0.56,,, ,Unspecified,Energy by residual method,Yes,,Ocke 1997
7497,8333,8355,Males,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),beta-Carotene,"",,1.88,,,mg/day,,,"Serum, non-fasting",HPLC,beta-Carotene,"",,,,missing unit,,63,Pearson,-0.16,,, ,Unspecified,,No,,Ocke 1997
7502,8333,8355,Males,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),beta-Carotene,"",,1.88,,,mg/day,,,"Serum, non-fasting",HPLC,beta-Carotene,"",,,,missing unit,,63,Pearson,-0.14,,, ,Unspecified,Energy by residual method,No,,Ocke 1997
7507,8333,8355,Males,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),beta-Carotene,"",,1.88,,,mg/day,,,"Serum, non-fasting",HPLC,beta-Carotene,"",,,,missing unit,,63,Pearson,-0.17,,, ,Unspecified,,Yes,,Ocke 1997
7512,8333,8355,Males,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),beta-Carotene,"",,1.88,,,mg/day,,,"Serum, non-fasting",HPLC,beta-Carotene,"",,,,missing unit,,63,Pearson,-0.15,,, ,Unspecified,Energy by residual method,Yes,,Ocke 1997
7495,8335,8354,Males,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Vitamin E,"",,19.0,,,mg/day,,,"Serum, non-fasting",Fluorometry,alpha-Tocopherol,"",,,,missing unit,,63,Pearson,0.2,,, ,Unspecified,Cholesterol,No,,Ocke 1997
7500,8335,8354,Males,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Vitamin E,"",,19.0,,,mg/day,,,"Serum, non-fasting",Fluorometry,alpha-Tocopherol,"",,,,missing unit,,63,Pearson,0.29,,, ,Unspecified,"Cholesterol, Energy by residual method",No,,Ocke 1997
7505,8335,8354,Males,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Vitamin E,"",,19.0,,,mg/day,,,"Serum, non-fasting",Fluorometry,alpha-Tocopherol,"",,,,missing unit,,63,Pearson,0.21,,, ,Unspecified,Cholesterol,Yes,,Ocke 1997
7510,8335,8354,Males,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Vitamin E,"",,19.0,,,mg/day,,,"Serum, non-fasting",Fluorometry,alpha-Tocopherol,"",,,,missing unit,,63,Pearson,0.3,,, ,Unspecified,"Cholesterol, Energy by residual method",Yes,,Ocke 1997
7519,8345,8363,Females,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Proteins,"",,72.0,,,g/day,,,"Urine, 24-h",Chemiluminescence nitrogen analyzer,Nitrogen,"",,,,g/day,,43,Pearson,0.53,,, ,Unspecified,,No,,Ocke 1997
7524,8345,8363,Females,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Proteins,"",,72.0,,,g/day,,,"Urine, 24-h",Chemiluminescence nitrogen analyzer,Nitrogen,"",,,,g/day,,43,Pearson,0.63,,, ,Unspecified,Energy by residual method,No,,Ocke 1997
7529,8345,8363,Females,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Proteins,"",,72.0,,,g/day,,,"Urine, 24-h",Chemiluminescence nitrogen analyzer,Nitrogen,"",,,,g/day,,43,Pearson,0.58,,, ,Unspecified,,Yes,,Ocke 1997
7534,8345,8363,Females,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Proteins,"",,72.0,,,g/day,,,"Urine, 24-h",Chemiluminescence nitrogen analyzer,Nitrogen,"",,,,g/day,,43,Pearson,0.69,,, ,Unspecified,Energy by residual method,Yes,,Ocke 1997
7517,8347,8360,Females,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),beta-Carotene,"",,1.51,,,mg/day,,,"Serum, non-fasting",HPLC,beta-Carotene,"",,,,missing unit,,58,Pearson,0.13,,, ,Unspecified,,No,,Ocke 1997
7522,8347,8360,Females,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),beta-Carotene,"",,1.51,,,mg/day,,,"Serum, non-fasting",HPLC,beta-Carotene,"",,,,missing unit,,58,Pearson,0.17,,, ,Unspecified,Energy by residual method,No,,Ocke 1997
7527,8347,8360,Females,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),beta-Carotene,"",,1.51,,,mg/day,,,"Serum, non-fasting",HPLC,beta-Carotene,"",,,,missing unit,,58,Pearson,0.14,,, ,Unspecified,,Yes,,Ocke 1997
7532,8347,8360,Females,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),beta-Carotene,"",,1.51,,,mg/day,,,"Serum, non-fasting",HPLC,beta-Carotene,"",,,,missing unit,,58,Pearson,0.18,,, ,Unspecified,Energy by residual method,Yes,,Ocke 1997
7515,8349,8359,Females,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Vitamin E,"",,14.0,,,mg/day,,,"Serum, non-fasting",Fluorometry,alpha-Tocopherol,"",,,,missing unit,,58,Pearson,0.07,,, ,Unspecified,Cholesterol,No,,Ocke 1997
7520,8349,8359,Females,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Vitamin E,"",,14.0,,,mg/day,,,"Serum, non-fasting",Fluorometry,alpha-Tocopherol,"",,,,missing unit,,58,Pearson,0.14,,, ,Unspecified,"Cholesterol, Energy by residual method",No,,Ocke 1997
7525,8349,8359,Females,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Vitamin E,"",,14.0,,,mg/day,,,"Serum, non-fasting",Fluorometry,alpha-Tocopherol,"",,,,missing unit,,58,Pearson,0.07,,, ,Unspecified,Cholesterol,Yes,,Ocke 1997
7530,8349,8359,Females,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Vitamin E,"",,14.0,,,mg/day,,,"Serum, non-fasting",Fluorometry,alpha-Tocopherol,"",,,,missing unit,,58,Pearson,0.14,,, ,Unspecified,"Cholesterol, Energy by residual method",Yes,,Ocke 1997
7496,8350,8356,Males - Supplement nonusers,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Vitamin E,"",No,,,,mg/day,,,"Serum, non-fasting",Fluorometry,alpha-Tocopherol,"",,,,missing unit,,56,Pearson,0.23,,, ,Unspecified,Cholesterol,No,,Ocke 1997
7501,8350,8356,Males - Supplement nonusers,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Vitamin E,"",No,,,,mg/day,,,"Serum, non-fasting",Fluorometry,alpha-Tocopherol,"",,,,missing unit,,56,Pearson,0.32,,, ,Unspecified,"Cholesterol, Energy by residual method",No,,Ocke 1997
7506,8350,8356,Males - Supplement nonusers,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Vitamin E,"",No,,,,mg/day,,,"Serum, non-fasting",Fluorometry,alpha-Tocopherol,"",,,,missing unit,,56,Pearson,0.24,,, ,Unspecified,Cholesterol,Yes,,Ocke 1997
7511,8350,8356,Males - Supplement nonusers,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),Vitamin E,"",No,,,,mg/day,,,"Serum, non-fasting",Fluorometry,alpha-Tocopherol,"",,,,missing unit,,56,Pearson,0.33,,, ,Unspecified,"Cholesterol, Energy by residual method",Yes,,Ocke 1997
7498,8351,8357,Males - Non-smokers,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),beta-Carotene,"",,,,,mg/day,,,"Serum, non-fasting",HPLC,beta-Carotene,"",,,,missing unit,,41,Pearson,-0.16,,, ,Unspecified,,No,,Ocke 1997
7503,8351,8357,Males - Non-smokers,Participants in a dietary validation study,Netherlands,EPIC (European Prospective Investigation into Cancer and Nutrition),,Food Frequency Questionnaire (FFQ),beta-Carotene,"",,,,,mg/day,,,"Serum, non-fasting",HPLC,beta-Carotene,"",,,,missing unit,,41,Pearson,-0.08,,, ,Unspecified,Energy by residual method,No,,Ocke 1997
