ID,Title,First author,Authors,Year,Journal,Volume,Issue,Pages,PubMed ID,DOI,Study design,No. of Biomarkers,No. of Intake values,No. of Concentration values,No. of Reproducibility values,No. of Correlation values,No. of Metabolomic associations,No. of Cancer associations
801,"Circulating Folate, Vitamin B6, and Methionine in Relation to Lung Cancer Risk in the Lung Cancer Cohort Consortium (LC3)",Fanidi,"Fanidi, A.; Muller, D. C.; Yuan, J. M.; Stevens, V. L.; Weinstein, S. J.; Albanes, D.; Prentice, R.; Thomsen, C. A.; Pettinger, M.; Cai, Q.; Blot, W. J.; Wu, J.; Arslan, A. A.; Zeleniuch-Jacquotte, A.; McCullough, M. L.; Le Marchand, L.; Wilkens, L. R.; Haiman, C. A.; Zhang, X.; Han, J.; Stampfer, M. J.; Smith-Warner, S. A.; Giovannucci, E.; Giles, G. G.; Hodge, A. M.; Severi, G.; Johansson, M.; Grankvist, K.; Langhammer, A.; Krokstad, S.; Naess, M.; Wang, R.; Gao, Y. T.; Butler, L. M.; Koh, W. P.; Shu, X. O.; Xiang, Y. B.; Li, H.; Zheng, W.; Lan, Q.; Visvanathan, K.; Bolton, J. H.; Ueland, P. M.; Midttun, O.; Ulvik, A.; Caporaso, N. E.; Purdue, M.; Ziegler, R. G.; Freedman, N. D.; Buring, J. E.; Lee, I. M.; Sesso, H. D.; Gaziano, J. M.; Manjer, J.; Ericson, U.; Relton, C.; Brennan, P.; Johansson, M.",2018,J Natl Cancer Inst,110,1,,28922778,10.1093/jnci/djx119,Nested case-control study,2,0,0,0,0,0,2
802,"Interactions between plasma levels of 25-hydroxyvitamin D, insulin-like growth factor (IGF)-1 and C-peptide with risk of colorectal cancer",Wu,"Wu, K.; Feskanich, D.; Fuchs, C. S.; Chan, A. T.; Willett, W. C.; Hollis, B. W.; Pollak, M. N.; Giovannucci, E.",2011,PLoS One,6,12,e28520,22216097,10.1371/journal.pone.0028520,Nested case-control study,1,0,0,0,0,0,1
803,"Prospective study of carotenoids, tocopherols, and retinoid concentrations and the risk of breast cancer",Sato,"Sato, R.; Helzlsouer, K. J.; Alberg, A. J.; Hoffman, S. C.; Norkus, E. P.; Comstock, G. W.",2002,Cancer Epidemiol Biomarkers Prev,11,5,451-457,12010859,,Nested case-control study,10,0,0,0,0,0,10
804,"A prospective study on folate, B12, and pyridoxal 5'-phosphate (B6) and breast cancer",Wu,"Wu, K.; Helzlsouer, K. J.; Comstock, G. W.; Hoffman, S. C.; Nadeau, M. R.; Selhub, J.",1999,Cancer Epidemiol Biomarkers Prev,8,3,209-217,10090298,,Nested case-control study,4,0,0,0,0,0,4
805,"The risk of developing lung cancer associated with antioxidants in the blood: ascorbic acid, carotenoids, alpha-tocopherol, selenium, and total peroxyl radical absorbing capacity",Comstock,"Comstock, G. W.; Alberg, A. J.; Huang, H. Y.; Wu, K.; Burke, A. E.; Hoffman, S. C.; Norkus, E. P.; Gross, M.; Cutler, R. G.; Morris, J. S.; Spate, V. L.; Helzlsouer, K. J.",1997,Cancer Epidemiol Biomarkers Prev,6,11,907-916,9367064,,Nested case-control study,8,0,0,0,0,0,8
806,Prospective study of antioxidant micronutrients in the blood and the risk of developing prostate cancer,Huang,"Huang, H. Y.; Alberg, A. J.; Norkus, E. P.; Hoffman, S. C.; Comstock, G. W.; Helzlsouer, K. J.",2003,Am J Epidemiol,157,4,335-344,12578804,,Nested case-control study,11,0,0,0,0,0,11
807,"Plasma vitamins B2, B6, and B12, and related genetic variants as predictors of colorectal cancer risk",Eussen,"Eussen, S. J.; Vollset, S. E.; Hustad, S.; Midttun, O.; Meyer, K.; Fredriksen, A.; Ueland, P. M.; Jenab, M.; Slimani, N.; Boffetta, P.; Overvad, K.; Thorlacius-Ussing, O.; Tjonneland, A.; Olsen, A.; Clavel-Chapelon, F.; Boutron-Ruault, M. C.; Morois, S.; Weikert, C.; Pischon, T.; Linseisen, J.; Kaaks, R.; Trichopoulou, A.; Zilis, D.; Katsoulis, M.; Palli, D.; Pala, V.; Vineis, P.; Tumino, R.; Panico, S.; Peeters, P. H.; Bueno-de-Mesquita, H. B.; van Duijnhoven, F. J.; Skeie, G.; Munoz, X.; Martinez, C.; Dorronsoro, M.; Ardanaz, E.; Navarro, C.; Rodriguez, L.; VanGuelpen, B.; Palmqvist, R.; Manjer, J.; Ericson, U.; Bingham, S.; Khaw, K. T.; Norat, T.; Riboli, E.",2010,Cancer Epidemiol Biomarkers Prev,19,10,2549-2561,20813848,10.1158/1055-9965.EPI-10-0407,Nested case-control study,8,0,0,0,0,0,8
808,A prospective study of one-carbon metabolism biomarkers and cancer of the head and neck and esophagus,Fanidi,"Fanidi, A.; Relton, C.; Ueland, P. M.; Midttun, O.; Vollset, S. E.; Travis, R. C.; Trichopoulou, A.; Lagiou, P.; Trichopoulos, D.; Bueno-de-Mesquita, H. B.; Ros, M.; Boeing, H.; Tumino, R.; Panico, S.; Palli, D.; Sieri, S.; Vineis, P.; Sanchez, M. J.; Huerta, J. M.; Barricarte Gurrea, A.; Lujan-Barroso, L.; Quiros, J. R.; Tjonneland, A.; Halkjaer, J.; Boutron-Ruault, M. C.; Clavel-Chapelon, F.; Cadeau, C.; Weiderpass, E.; Johansson, M.; Riboli, E.; Brennan, P.; Johansson, M.",2015,Int J Cancer,136,4,915-927,24975698,10.1002/ijc.29051,Nested case-control study,5,0,0,0,0,0,10
809,Low vitamin B12 increases risk of gastric cancer: A prospective study of one-carbon metabolism nutrients and risk of upper gastrointestinal tract cancer,Miranti,"Miranti, E. H.; Stolzenberg-Solomon, R.; Weinstein, S. J.; Selhub, J.; Mannisto, S.; Taylor, P. R.; Freedman, N. D.; Albanes, D.; Abnet, C. C.; Murphy, G.",2017,Int J Cancer,141,6,1120-1129,28568053,10.1002/ijc.30809,Nested case-control study,5,0,0,0,0,0,5
810,Low plasma 25-hydroxyvitamin D and risk of tobacco-related cancer,Afzal,"Afzal, S.; Bojesen, S. E.; Nordestgaard, B. G.",2013,Clin Chem,59,5,771-780,23503722,10.1373/clinchem.2012.201939,Prospective cohort study,1,0,0,0,0,0,7
811,"In older men, lower plasma 25-hydroxyvitamin D is associated with reduced incidence of prostate, but not colorectal or lung cancer",Wong,"Wong, Y. Y.; Hyde, Z.; McCaul, K. A.; Yeap, B. B.; Golledge, J.; Hankey, G. J.; Flicker, L.",2014,PLoS One,9,6,e99954,24949795,10.1371/journal.pone.0099954,Prospective cohort study,1,0,0,0,0,0,3
813,Circulating vitamin d and risk of epithelial ovarian cancer,Arslan,"Arslan, A. A.; Clendenen, T. V.; Koenig, K. L.; Hultdin, J.; Enquist, K.; Agren, A.; Lukanova, A.; Sjodin, H.; Zeleniuch-Jacquotte, A.; Shore, R. E.; Hallmans, G.; Toniolo, P.; Lundin, E.",2009,J Oncol,2009,,672492,19727412,10.1155/2009/672492,Nested case-control study,1,0,0,0,0,0,1
814,Circulating Antioxidant Levels and Risk of Prostate Cancer by TMPRSS2:ERG,Graff,"Graff, R. E.; Judson, G.; Ahearn, T. U.; Fiorentino, M.; Loda, M.; Giovannucci, E. L.; Mucci, L. A.; Pettersson, A.",2017,Prostate,77,6,647-653,28102015,10.1002/pros.23312,Nested case-control study,9,0,0,0,0,0,9
815,"Serum B6 vitamers (pyridoxal 5'-phosphate, pyridoxal, and 4-pyridoxic acid) and pancreatic cancer risk: two nested case-control studies in Asian populations",Huang,"Huang, J. Y.; Butler, L. M.; Midttun, O.; Koh, W. P.; Ueland, P. M.; Wang, R.; Jin, A.; Gao, Y. T.; Yuan, J. M.",2016,Cancer Causes Control,27,12,1447-1456,27830400,10.1007/s10552-016-0822-6,Nested case-control study,3,0,0,0,0,0,3
816,Circulating biomarkers of one-carbon metabolism in relation to renal cell carcinoma incidence and survival,Johansson,"Johansson, M.; Fanidi, A.; Muller, D. C.; Bassett, J. K.; Midttun, O.; Vollset, S. E.; Travis, R. C.; Palli, D.; Mattiello, A.; Sieri, S.; Trichopoulou, A.; Lagiou, P.; Trichopoulos, D.; Ljungberg, B.; Hallmans, G.; Weiderpass, E.; Skeie, G.; Gonzalez, C. A.; Dorronsoro, M.; Peeters, P. H.; Bueno-de-Mesquita, H. B.; Ros, M. M.; Boutron Ruault, M. C.; Fagherazzi, G.; Clavel, F.; Sanchez, M. J.; Gurrea, A. B.; Navarro, C.; Quiros, J. R.; Overvad, K.; Tjonneland, A.; Aleksandrova, K.; Vineis, P.; Gunter, M. J.; Kaaks, R.; Giles, G.; Relton, C.; Riboli, E.; Boeing, H.; Ueland, P. M.; Severi, G.; Brennan, P.",2014,J Natl Cancer Inst,106,12,,25376861,10.1093/jnci/dju327,Nested case-control study,5,0,0,0,0,0,5
817,"Plasma folate, methylenetetrahydrofolate reductase (MTHFR), and colorectal cancer risk in three large nested case-control studies",Lee,"Lee, J. E.; Wei, E. K.; Fuchs, C. S.; Hunter, D. J.; Lee, I. M.; Selhub, J.; Stampfer, M. J.; Willett, W. C.; Ma, J.; Giovannucci, E.",2012,Cancer Causes Control,23,4,537-545,22367721,10.1007/s10552-012-9911-3,Nested case-control study,1,0,0,0,0,0,1
818,Pre-diagnostic plasma 25-hydroxyvitamin D levels and risk of non-melanoma skin cancer in women,Liang,"Liang, G.; Nan, H.; Qureshi, A. A.; Han, J.",2012,PLoS One,7,4,e35211,22493740,10.1371/journal.pone.0035211,Nested case-control study,1,0,0,0,0,0,1
819,Circulating Folate and Vitamin B12 and Risk of Prostate Cancer: A Collaborative Analysis of Individual Participant Data from Six Cohorts Including 6875 Cases and 8104 Controls,Price,"Price, A. J.; Travis, R. C.; Appleby, P. N.; Albanes, D.; Barricarte Gurrea, A.; Bjorge, T.; Bueno-de-Mesquita, H. B.; Chen, C.; Donovan, J.; Gislefoss, R.; Goodman, G.; Gunter, M.; Hamdy, F. C.; Johansson, M.; King, I. B.; Kuhn, T.; Mannisto, S.; Martin, R. M.; Meyer, K.; Neal, D. E.; Neuhouser, M. L.; Nygard, O.; Stattin, P.; Tell, G. S.; Trichopoulou, A.; Tumino, R.; Ueland, P. M.; Ulvik, A.; de Vogel, S.; Vollset, S. E.; Weinstein, S. J.; Key, T. J.; Allen, N. E.",2016,Eur Urol,70,6,941-951,27061263,10.1016/j.eururo.2016.03.029,Nested case-control study,2,0,0,0,0,0,2
820,Circulating levels of 25-hydroxyvitamin D and risk of breast cancer: a nested case-control study,Scarmo,"Scarmo, S.; Afanasyeva, Y.; Lenner, P.; Koenig, K. L.; Horst, R. L.; Clendenen, T. V.; Arslan, A. A.; Chen, Y.; Hallmans, G.; Lundin, E.; Rinaldi, S.; Toniolo, P.; Shore, R. E.; Zeleniuch-Jacquotte, A.",2013,Breast Cancer Res,15,1,R15,23442740,10.1186/bcr3390,Nested case-control study,1,0,0,0,0,0,1
821,"Plasma folate, vitamin B6, vitamin B12, and homocysteine and pancreatic cancer risk in four large cohorts",Schernhammer,"Schernhammer, E.; Wolpin, B.; Rifai, N.; Cochrane, B.; Manson, J. A.; Ma, J.; Giovannucci, E.; Thomson, C.; Stampfer, M. J.; Fuchs, C.",2007,Cancer Res,67,11,5553-5560,17545639,10.1158/0008-5472.CAN-06-4463,Nested case-control study,4,0,0,0,0,0,4
822,Prospective population-based study of the association between serum 25-hydroxyvitamin-D levels and the incidence of specific types of cancer,Skaaby,"Skaaby, T.; Husemoen, L. L.; Thuesen, B. H.; Pisinger, C.; Jorgensen, T.; Roswall, N.; Larsen, S. C.; Linneberg, A.",2014,Cancer Epidemiol Biomarkers Prev,23,7,1220-1229,24789846,10.1158/1055-9965.EPI-14-0007,Prospective cohort study,1,0,0,0,0,0,8
823,Plasma 25-hydroxyvitamin D and risk of colorectal cancer after adjusting for inflammatory markers,Song,"Song, M.; Wu, K.; Chan, A. T.; Fuchs, C. S.; Giovannucci, E. L.",2014,Cancer Epidemiol Biomarkers Prev,23,10,2175-2180,25106774,10.1158/1055-9965.EPI-14-0712,Nested case-control study,1,0,0,0,0,0,1
824,"Both high and low levels of blood vitamin D are associated with a higher prostate cancer risk: a longitudinal, nested case-control study in the Nordic countries",Tuohimaa,"Tuohimaa, P.; Tenkanen, L.; Ahonen, M.; Lumme, S.; Jellum, E.; Hallmans, G.; Stattin, P.; Harvei, S.; Hakulinen, T.; Luostarinen, T.; Dillner, J.; Lehtinen, M.; Hakama, M.",2004,Int J Cancer,108,1,104-108,14618623,10.1002/ijc.11375,Nested case-control study,1,0,0,0,0,0,1
825,"Plasma 25-hydroxyvitamin D and 1,25-dihydroxyvitamin D and risk of incident ovarian cancer",Tworoger,"Tworoger, S. S.; Lee, I. M.; Buring, J. E.; Rosner, B.; Hollis, B. W.; Hankinson, S. E.",2007,Cancer Epidemiol Biomarkers Prev,16,4,783-788,17416771,10.1158/1055-9965.EPI-06-0981,Nested case-control study,2,0,0,0,0,0,2
826,Plasma 25-hydroxyvitamin D and risk of pancreatic cancer,Wolpin,"Wolpin, B. M.; Ng, K.; Bao, Y.; Kraft, P.; Stampfer, M. J.; Michaud, D. S.; Ma, J.; Buring, J. E.; Sesso, H. D.; Lee, I. M.; Rifai, N.; Cochrane, B. B.; Wactawski-Wende, J.; Chlebowski, R. T.; Willett, W. C.; Manson, J. E.; Giovannucci, E. L.; Fuchs, C. S.",2012,Cancer Epidemiol Biomarkers Prev,21,1,82-91,22086883,10.1158/1055-9965.EPI-11-0836,Nested case-control study,1,0,0,0,0,0,1
827,A nested case control study of plasma 25-hydroxyvitamin D concentrations and risk of colorectal cancer,Wu,"Wu, K.; Feskanich, D.; Fuchs, C. S.; Willett, W. C.; Hollis, B. W.; Giovannucci, E. L.",2007,J Natl Cancer Inst,99,14,1120-1129,17623801,10.1093/jnci/djm038,Nested case-control study,1,0,0,0,0,0,1
830,"Gastric dysplasia and gastric cancer: Helicobacter pylori, serum vitamin C, and other risk factors",You,"You, W. C.; Zhang, L.; Gail, M. H.; Chang, Y. S.; Liu, W. D.; Ma, J. L.; Li, J. Y.; Jin, M. L.; Hu, Y. R.; Yang, C. S.; Blaser, M. J.; Correa, P.; Blot, W. J.; Fraumeni, J. F. Jr; Xu, G. W.",2000,J Natl Cancer Inst,92,19,1607-1612,11018097,,Prospective cohort study,5,0,0,0,0,0,5
831,Plasma homocysteine and cysteine and risk of breast cancer in women,Lin,"Lin, J.; Lee, I. M.; Song, Y.; Cook, N. R.; Selhub, J.; Manson, J. E.; Buring, J. E.; Zhang, S. M.",2010,Cancer Res,70,6,2397-2405,20197471,10.1158/0008-5472.CAN-09-3648,Nested case-control study,1,0,0,0,0,0,1
833,Circulating carotenoids and risk of breast cancer: pooled analysis of eight prospective studies,Eliassen,"Eliassen, A. H.; Hendrickson, S. J.; Brinton, L. A.; Buring, J. E.; Campos, H.; Dai, Q.; Dorgan, J. F.; Franke, A. A.; Gao, Y. T.; Goodman, M. T.; Hallmans, G.; Helzlsouer, K. J.; Hoffman-Bolton, J.; Hulten, K.; Sesso, H. D.; Sowell, A. L.; Tamimi, R. M.; Toniolo, P.; Wilkens, L. R.; Winkvist, A.; Zeleniuch-Jacquotte, A.; Zheng, W.; Hankinson, S. E.",2012,J Natl Cancer Inst,104,24,1905-1916,23221879,10.1093/jnci/djs461,Nested case-control study,6,0,0,0,0,0,6
834,Serum retinol and retinol-binding protein levels do not predict subsequent lung cancer,Friedman,"Friedman, G. D.; Blaner, W. S.; Goodman, D. S.; Vogelman, J. H.; Brind, J. L.; Hoover, R.; Fireman, B. H.; Orentreich, N.",1986,Am J Epidemiol,123,5,781-789,3962962,,Nested case-control study,1,0,0,0,0,0,1
835,Serum lycopene and the risk of cancer: the Kuopio Ischaemic Heart Disease Risk Factor (KIHD) study,Karppi,"Karppi, J.; Kurl, S.; Nurmi, T.; Rissanen, T. H.; Pukkala, E.; Nyyssonen, K.",2009,Ann Epidemiol,19,7,512-518,19443241,10.1016/j.annepidem.2009.03.017,Prospective cohort study,5,0,0,0,0,0,15
836,"Serum vitamin E, serum selenium and the risk of gastrointestinal cancer",Knekt,"Knekt, P.; Aromaa, A.; Maatela, J.; Alfthan, G.; Aaran, R. K.; Teppo, L.; Hakama, M.",1988,Int J Cancer,42,6,846-850,3192329,,Nested case-control study,2,0,0,0,0,0,2
838,Plasma 25-hydroxyvitamin D and colorectal cancer risk according to tumour immunity status,Song,"Song, M.; Nishihara, R.; Wang, M.; Chan, A. T.; Qian, Z. R.; Inamura, K.; Zhang, X.; Ng, K.; Kim, S. A.; Mima, K.; Sukawa, Y.; Nosho, K.; Fuchs, C. S.; Giovannucci, E. L.; Wu, K.; Ogino, S.",2016,Gut,65,2,296-304,25591978,10.1136/gutjnl-2014-308852,Nested case-control study,1,0,0,0,0,0,1
840,"Plasma retinol, beta-carotene and vitamin E levels in relation to the future risk of breast cancer",Wald,"Wald, N. J.; Boreham, J.; Hayward, J. L.; Bulbrook, R. D.",1984,Br J Cancer,49,3,321-324,6704307,,Nested case-control study,3,0,0,0,0,0,3
842,"Prediagnostic levels of serum beta-cryptoxanthin and retinol predict smoking-related lung cancer risk in Shanghai, China",Yuan,"Yuan, J. M.; Ross, R. K.; Chu, X. D.; Gao, Y. T.; Yu, M. C.",2001,Cancer Epidemiol Biomarkers Prev,10,7,767-773,11440962,,Nested case-control study,10,0,0,0,0,0,10
843,Plasma phospholipid fatty acids and prostate cancer risk in the SELECT trial,Brasky,"Brasky, T. M.; Darke, A. K.; Song, X.; Tangen, C. M.; Goodman, P. J.; Thompson, I. M.; Meyskens, F. L. Jr; Goodman, G. E.; Minasian, L. M.; Parnes, H. L.; Klein, E. A.; Kristal, A. R.",2013,J Natl Cancer Inst,105,15,1132-1141,23843441,10.1093/jnci/djt174,Case-cohort study,10,0,0,0,0,0,10
844,"Plasma folate, vitamin B-6, and vitamin B-12 and breast cancer risk in BRCA1- and BRCA2-mutation carriers: a prospective study",Kim,"Kim, S. J.; Zuchniak, A.; Sohn, K. J.; Lubinski, J.; Demsky, R.; Eisen, A.; Akbari, M. R.; Kim, Y. I.; Narod, S. A.; Kotsopoulos, J.",2016,Am J Clin Nutr,104,3,671-677,27465373,10.3945/ajcn.116.133470,Prospective cohort study,3,0,0,0,0,0,3
845,Weight Status and Alcohol Intake Modify the Association between Vitamin D and Breast Cancer Risk,Deschasaux,"Deschasaux, M.; Souberbielle, J. C.; Latino-Martel, P.; Sutton, A.; Charnaux, N.; Druesne-Pecollo, N.; Galan, P.; Hercberg, S.; Le Clerc, S.; Kesse-Guyot, E.; Ezzedine, K.; Touvier, M.",2016,J Nutr,146,3,576-585,26817718,10.3945/jn.115.221481,Nested case-control study,1,0,0,0,0,0,1
846,"Vitamin D, PTH, and calcium and tumor aggressiveness in prostate cancer: a prospective nested case-control study",Brandstedt,"Brandstedt, J.; Almquist, M.; Ulmert, D.; Manjer, J.; Malm, J.",2016,Cancer Causes Control,27,1,69-80,26518197,10.1007/s10552-015-0684-3,Nested case-control study,1,0,0,0,0,0,1
847,Metabolomic screening of pre-diagnostic serum samples identifies association between alpha- and gamma-tocopherols and glioblastoma risk,Bjorkblom,"Bjorkblom, B.; Wibom, C.; Jonsson, P.; Moren, L.; Andersson, U.; Johannesen, T. B.; Langseth, H.; Antti, H.; Melin, B.",2016,Oncotarget,7,24,37043-37053,27175595,10.18632/oncotarget.9242,Nested case-control study,2,0,0,0,0,0,2
848,Association Between Prediagnostic Serum 25-Hydroxyvitamin D Concentration and Glioma,Zigmont,"Zigmont, V.; Garrett, A.; Peng, J.; Seweryn, M.; Rempala, G. A.; Harris, R.; Holloman, C.; Gundersen, T. E.; Ahlbom, A.; Feychting, M.; Johannesen, T. B.; Grimsrud, T. K.; Schwartzbaum, J.",2015,Nutr Cancer,67,7,1120-1130,26317248,10.1080/01635581.2015.1073757,Nested case-control study,1,0,0,0,0,0,1
850,Serum carotenoids and other antioxidative substances associated with urothelial cancer risk in a nested case-control study in Japanese men,Ozasa,"Ozasa, K.; Ito, Y.; Suzuki, K.; Watanabe, Y.; Hayashi, K.; Mikami, K.; Nakao, M.; Miki, T.; Mori, M.; Sakauchi, F.; Washio, M.; Kubo, T.; Wakai, K.; Tamakoshi, A.",2005,J Urol,173,5,1502-1506,15821468,10.1097/01.ju.0000154614.58321.e6,Nested case-control study,11,0,0,0,0,0,11
851,Serum vitamins and the subsequent risk of bladder cancer,Nomura,"Nomura, A. M.; Lee, J.; Stemmermann, G. N.; Franke, A. A.",2003,J Urol,170,4 Pt 1,1146-1150,14501712,10.1097/01.ju.0000086040.24795.ad,Nested case-control study,13,0,0,0,0,0,13
852,Serum alpha-tocopherol concentration in relation to subsequent colorectal cancer: pooled data from five cohorts,Longnecker,"Longnecker, M. P.; Martin-Moreno, J. M.; Knekt, P.; Nomura, A. M.; Schober, S. E.; Stahelin, H. B.; Wald, N. J.; Gey, K. F.; Willett, W. C.",1992,J Natl Cancer Inst,84,6,430-435,1531683,,Nested case-control study,1,0,0,0,0,0,1
853,"Prediagnostic serum levels of carotenoids and vitamin E as related to subsequent cancer in Washington County, Maryland",Comstock,"Comstock, G. W.; Helzlsouer, K. J.; Bush, T. L.",1991,Am J Clin Nutr,53,1 Suppl,260S-264S,1985396,10.1093/ajcn/53.1.260S,Nested case-control study,3,0,0,0,0,0,20
854,"Serum Trimethylamine N-oxide, Carnitine, Choline, and Betaine in Relation to Colorectal Cancer Risk in the Alpha Tocopherol, Beta Carotene Cancer Prevention Study",Guertin,"Guertin, K. A.; Li, X. S.; Graubard, B. I.; Albanes, D.; Weinstein, S. J.; Goedert, J. J.; Wang, Z.; Hazen, S. L.; Sinha, R.",2017,Cancer Epidemiol Biomarkers Prev,26,6,945-952,28077427,10.1158/1055-9965.EPI-16-0948,Nested case-control study,1,0,0,0,0,0,1
855,Plasma choline metabolites and colorectal cancer risk in the Women's Health Initiative Observational Study,Bae,"Bae, S.; Ulrich, C. M.; Neuhouser, M. L.; Malysheva, O.; Bailey, L. B.; Xiao, L.; Brown, E. C.; Cushing-Haugen, K. L.; Zheng, Y.; Cheng, T. Y.; Miller, J. W.; Green, R.; Lane, D. S.; Beresford, S. A.; Caudill, M. A.",2014,Cancer Res,74,24,7442-7452,25336191,10.1158/0008-5472.CAN-14-1835,Nested case-control study,1,0,0,0,0,0,1
856,Gastric cancer among the Japanese in Hawaii,Nomura,"Nomura, A. M.; Stemmermann, G. N.; Chyou, P. H.",1995,Jpn J Cancer Res,86,10,916-923,7493909,,Case-cohort study,3,0,0,0,0,0,3
857,Plasma enterolactone and risk of prostate cancer in middle-aged Swedish men,Wallstrom,"Wallstrom, P.; Drake, I.; Sonestedt, E.; Gullberg, B.; Bjartell, A.; Olsson, H.; Adlercreutz, H.; Tikkanen, M. J.; Wirfalt, E.",2018,Eur J Nutr,57,7,2595-2606,28884432,10.1007/s00394-017-1530-z,Nested case-control study,1,0,0,0,0,0,1
858,Plasma phytoestrogens concentration and risk of colorectal cancer in two different Asian populations,Ko,"Ko, K. P.; Yeo, Y.; Yoon, J. H.; Kim, C. S.; Tokudome, S.; Ngoan, L. T.; Koriyama, C.; Lim, Y. K.; Chang, S. H.; Shin, H. R.; Kang, D.; Park, S. K.; Kang, C. H.; Yoo, K. Y.",2018,Clin Nutr,37,5,1675-1682,28778370,10.1016/j.clnu.2017.07.014,Nested case-control study,4,0,0,0,0,0,4
859,A prospective study of serum metabolites and glioma risk,Huang,"Huang, J.; Weinstein, S. J.; Kitahara, C. M.; Karoly, E. D.; Sampson, J. N.; Albanes, D.",2017,Oncotarget,8,41,70366-70377,29050286,10.18632/oncotarget.19705,Nested case-control study,14,0,0,0,0,0,14
860,"Longitudinal biobanks-based study on the joint effects of infections, nutrition and hormones on risk of prostate cancer",Lumme,"Lumme, S.; Tenkanen, L.; Langseth, H.; Gislefoss, R.; Hakama, M.; Stattin, P.; Hallmans, G.; Adlercreutz, H.; Saikku, P.; Stenman, U. H.; Tuohimaa, P.; Luostarinen, T.; Dillner, J.",2016,Acta Oncol,55,7,839-845,26878091,10.3109/0284186X.2016.1139178,Nested case-control study,2,0,0,0,0,0,2
861,"Plasma equol concentration is not associated with breast cancer and fibrocystic breast conditions among women in Shanghai, China",Atkinson,"Atkinson, C.; Ray, R. M.; Li, W.; Lin, M. G.; Gao, D. L.; Shannon, J.; Stalsberg, H.; Porter, P. L.; Frankenfeld, C. L.; Wahala, K.; Thomas, D. B.; Lampe, J. W.",2016,Nutr Res,36,8,863-871,27440541,10.1016/j.nutres.2016.03.008,Nested case-control study,1,0,0,0,0,0,1
862,Plasma isoflavones and risk of primary liver cancer in Japanese women and men with hepatitis virus infection: a nested case-control study,Michikawa,"Michikawa, T.; Inoue, M.; Sawada, N.; Tanaka, Y.; Yamaji, T.; Iwasaki, M.; Shimazu, T.; Sasazuki, S.; Mizokami, M.; Tsugane, S.",2015,Cancer Epidemiol Biomarkers Prev,24,3,532-537,25542831,10.1158/1055-9965.EPI-14-1118,Nested case-control study,4,0,0,0,0,0,4
