ID,Excretion ID,Subject group,Population,Country,Cohort,No. of subjects,No. of cases,No. of controls,Biospecimen,Analytical method,Biomarker,Biomarker detail,Cancer,Study design,Publication
1445,22425,All,Colorectal cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),650,169,481,"Serum, unspecified",GC-FID,"Fatty acids, n3-polyunsaturated (n3-PUFA)",alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3),Colon and rectal cancer,Nested case-control study,Kojima 2005
1446,22426,All,Colorectal cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),650,169,481,"Serum, unspecified",GC-FID,"Fatty acids, n6-polyunsaturated (n6-PUFA)",Linoleic acid (LA; cis-18:2n-6) + Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6) + Arachidonic acid (AA; cis-20:4n-6) + Eicosadienoic acid (cis-20:2n-6) + Docosatetraenoic acid (DTA; cis-22:4n-6) + gamma-Linolenic acid (GLA; cis-18:3n-6),Colon and rectal cancer,Nested case-control study,Kojima 2005
1447,22427,All,Colorectal cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),650,169,481,"Serum, unspecified",GC-FID,n6-PUFA / n3-PUFA,"",Colon and rectal cancer,Nested case-control study,Kojima 2005
1448,22428,All,Colorectal cancer cases and their controls,United States,PHS (Physicians' Health Study),460,178,282,"Whole blood, unspecified",GC-FID,"Fatty acids, n3-polyunsaturated (n3-PUFA)","alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Eicosatrienoic acid (ETE; cis-20:3n-3) + 13Z,16Z,19Z-Docosatrienoic acid (cis-22:3n-3)",Colon and rectal cancer,Nested case-control study,Hall 2007
1449,22429,All,Colorectal cancer cases and their controls,United States,PHS (Physicians' Health Study),460,178,282,"Whole blood, unspecified",GC-FID,EPA (cis-20:5n-3),"",Colon and rectal cancer,Nested case-control study,Hall 2007
1450,22430,All,Colorectal cancer cases and their controls,United States,PHS (Physicians' Health Study),460,178,282,"Whole blood, unspecified",GC-FID,DHA (cis-22:6n-3),"",Colon and rectal cancer,Nested case-control study,Hall 2007
1451,22431,All,Colorectal cancer cases and their controls,United States,PHS (Physicians' Health Study),460,178,282,"Whole blood, unspecified",GC-FID,"Fatty acids, n6-polyunsaturated (n6-PUFA)",Linoleic acid (LA; cis-18:2n-6) + Arachidonic acid (AA; cis-20:4n-6),Colon and rectal cancer,Nested case-control study,Hall 2007
1452,22434,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,"Fatty acids, saturated (SFA)",Palmitic acid (16:0) + Stearic acid (18:0) + Myristic acid (14:0),Breast cancer,Case-cohort study,Bassett 2016
1453,22435,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,Myristic acid (14:0),"",Breast cancer,Case-cohort study,Bassett 2016
1454,22436,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,Palmitic acid (16:0),"",Breast cancer,Case-cohort study,Bassett 2016
1455,22437,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,Stearic acid (18:0),"",Breast cancer,Case-cohort study,Bassett 2016
1456,22438,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,"Fatty acids, monounsaturated (MUFA)",Palmitoleic acid (cis-16:1n-7) + Oleic acid (cis-18:1n-9),Breast cancer,Case-cohort study,Bassett 2016
1457,22439,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,Palmitoleic acid (cis-16:1n-7),"",Breast cancer,Case-cohort study,Bassett 2016
1458,22440,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,Oleic acid (cis-18:1n-9),"",Breast cancer,Case-cohort study,Bassett 2016
1459,22441,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,"Fatty acids, polyunsaturated (PUFA)",alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Linoleic acid (LA; cis-18:2n-6) + Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6) + Arachidonic acid (AA; cis-20:4n-6),Breast cancer,Case-cohort study,Bassett 2016
1460,22442,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,"Fatty acids, n3-polyunsaturated (n3-PUFA)",alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3),Breast cancer,Case-cohort study,Bassett 2016
1461,22443,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,alpha-Linolenic acid (ALA; cis-18:3n-3),"",Breast cancer,Case-cohort study,Bassett 2016
1462,22444,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,EPA (cis-20:5n-3),"",Breast cancer,Case-cohort study,Bassett 2016
1463,22445,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,DHA (cis-22:6n-3),"",Breast cancer,Case-cohort study,Bassett 2016
1464,22446,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,DPA (cis-22:5n-3),"",Breast cancer,Case-cohort study,Bassett 2016
1465,22447,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,"Fatty acids, n6-polyunsaturated (n6-PUFA)",Linoleic acid (LA; cis-18:2n-6) + Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6) + Arachidonic acid (AA; cis-20:4n-6),Breast cancer,Case-cohort study,Bassett 2016
1466,22448,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,Linoleic acid (LA; cis-18:2n-6),"",Breast cancer,Case-cohort study,Bassett 2016
1467,22449,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6),"",Breast cancer,Case-cohort study,Bassett 2016
1468,22450,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,Arachidonic acid (AA; cis-20:4n-6),"",Breast cancer,Case-cohort study,Bassett 2016
1469,22451,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,n6-PUFA / n3-PUFA,"",Breast cancer,Case-cohort study,Bassett 2016
1470,22452,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,"Fatty acids, trans",trans-Octadecadienoic acids (trans-18:2) + Vaccenic acid (trans-18:1n-7) + Elaidic acid (trans-18:1n-9) + trans-Hexadecenoic acids (trans-16:1),Breast cancer,Case-cohort study,Bassett 2016
1471,22453,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,trans-Hexadecenoic acids (trans-16:1),"",Breast cancer,Case-cohort study,Bassett 2016
1472,22454,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,trans-Octadecadienoic acids (trans-18:2),"",Breast cancer,Case-cohort study,Bassett 2016
1473,22455,All,Breast cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2491,470,2021,"Plasma, unspecified",GC-FID,Vaccenic acid (trans-18:1n-7),"",Breast cancer,Case-cohort study,Bassett 2016
1474,22456,All,Prostate cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2125,464,1661,"Plasma, unspecified",GC-FID,"Fatty acids, saturated (SFA)",Palmitic acid (16:0) + Stearic acid (18:0) + Myristic acid (14:0),Prostate cancer,Case-cohort study,Bassett 2013
1475,22457,All,Prostate cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2125,464,1661,"Plasma, unspecified",GC-FID,Myristic acid (14:0),"",Prostate cancer,Case-cohort study,Bassett 2013
1476,22458,All,Prostate cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2125,464,1661,"Plasma, unspecified",GC-FID,Palmitic acid (16:0),"",Prostate cancer,Case-cohort study,Bassett 2013
1477,22459,All,Prostate cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2125,464,1661,"Plasma, unspecified",GC-FID,Stearic acid (18:0),"",Prostate cancer,Case-cohort study,Bassett 2013
1478,22460,All,Prostate cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2125,464,1661,"Plasma, unspecified",GC-FID,"Fatty acids, monounsaturated (MUFA)",Palmitoleic acid (cis-16:1n-7) + Oleic acid (cis-18:1n-9),Prostate cancer,Case-cohort study,Bassett 2013
1479,22461,All,Prostate cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2125,464,1661,"Plasma, unspecified",GC-FID,Palmitoleic acid (cis-16:1n-7),"",Prostate cancer,Case-cohort study,Bassett 2013
1480,22462,All,Prostate cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2125,464,1661,"Plasma, unspecified",GC-FID,Oleic acid (cis-18:1n-9),"",Prostate cancer,Case-cohort study,Bassett 2013
1481,22463,All,Prostate cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2125,464,1661,"Plasma, unspecified",GC-FID,"Fatty acids, polyunsaturated (PUFA)",alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Linoleic acid (LA; cis-18:2n-6) + Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6) + Arachidonic acid (AA; cis-20:4n-6),Prostate cancer,Case-cohort study,Bassett 2013
1482,22464,All,Prostate cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2125,464,1661,"Plasma, unspecified",GC-FID,"Fatty acids, n3-polyunsaturated (n3-PUFA)",alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3),Prostate cancer,Case-cohort study,Bassett 2013
1483,22465,All,Prostate cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2125,464,1661,"Plasma, unspecified",GC-FID,alpha-Linolenic acid (ALA; cis-18:3n-3),"",Prostate cancer,Case-cohort study,Bassett 2013
1484,22466,All,Prostate cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2125,464,1661,"Plasma, unspecified",GC-FID,EPA (cis-20:5n-3),"",Prostate cancer,Case-cohort study,Bassett 2013
1485,22467,All,Prostate cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2125,464,1661,"Plasma, unspecified",GC-FID,DHA (cis-22:6n-3),"",Prostate cancer,Case-cohort study,Bassett 2013
1486,22468,All,Prostate cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2125,464,1661,"Plasma, unspecified",GC-FID,DPA (cis-22:5n-3),"",Prostate cancer,Case-cohort study,Bassett 2013
1487,22469,All,Prostate cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2125,464,1661,"Plasma, unspecified",GC-FID,"Fatty acids, n6-polyunsaturated (n6-PUFA)",Linoleic acid (LA; cis-18:2n-6) + Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6) + Arachidonic acid (AA; cis-20:4n-6),Prostate cancer,Case-cohort study,Bassett 2013
1488,22470,All,Prostate cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2125,464,1661,"Plasma, unspecified",GC-FID,Linoleic acid (LA; cis-18:2n-6),"",Prostate cancer,Case-cohort study,Bassett 2013
1489,22471,All,Prostate cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2125,464,1661,"Plasma, unspecified",GC-FID,Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6),"",Prostate cancer,Case-cohort study,Bassett 2013
1490,22472,All,Prostate cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2125,464,1661,"Plasma, unspecified",GC-FID,Arachidonic acid (AA; cis-20:4n-6),"",Prostate cancer,Case-cohort study,Bassett 2013
1491,22473,All,Prostate cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2125,464,1661,"Plasma, unspecified",GC-FID,n6-PUFA / n3-PUFA,"",Prostate cancer,Case-cohort study,Bassett 2013
1492,22474,All,Prostate cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),2125,464,1661,"Plasma, unspecified",GC-FID,"Fatty acids, trans",trans-Octadecenoic acids (trans-18:1) + trans-Octadecadienoic acids (trans-18:2) + trans-Hexadecenoic acids (trans-16:1),Prostate cancer,Case-cohort study,Bassett 2013
1493,22475,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,"Fatty acids, saturated (SFA)",Palmitic acid (16:0) + Stearic acid (18:0) + Myristic acid (14:0) + Pentadecylic acid (15:0),Colon and rectal cancer,Case-cohort study,Hodge 2015
1494,22476,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,Myristic acid (14:0),"",Colon and rectal cancer,Case-cohort study,Hodge 2015
1495,22477,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,Pentadecylic acid (15:0),"",Colon and rectal cancer,Case-cohort study,Hodge 2015
1496,22478,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,Palmitic acid (16:0),"",Colon and rectal cancer,Case-cohort study,Hodge 2015
1497,22479,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,Stearic acid (18:0),"",Colon and rectal cancer,Case-cohort study,Hodge 2015
1498,22480,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,"Fatty acids, monounsaturated (MUFA)",Palmitoleic acid (cis-16:1n-7) + Oleic acid (cis-18:1n-9),Colon and rectal cancer,Case-cohort study,Hodge 2015
1499,22481,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,Palmitoleic acid (cis-16:1n-7),"",Colon and rectal cancer,Case-cohort study,Hodge 2015
1500,22482,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,Oleic acid (cis-18:1n-9),"",Colon and rectal cancer,Case-cohort study,Hodge 2015
1501,22483,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,"Fatty acids, trans","",Colon and rectal cancer,Case-cohort study,Hodge 2015
1502,22484,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,"Fatty acids, n6-polyunsaturated (n6-PUFA)",Linoleic acid (LA; cis-18:2n-6) + Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6) + Arachidonic acid (AA; cis-20:4n-6) + gamma-Linolenic acid (GLA; cis-18:3n-6),Colon and rectal cancer,Case-cohort study,Hodge 2015
1503,22485,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,Linoleic acid (LA; cis-18:2n-6),"",Colon and rectal cancer,Case-cohort study,Hodge 2015
1504,22486,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,gamma-Linolenic acid (GLA; cis-18:3n-6),"",Colon and rectal cancer,Case-cohort study,Hodge 2015
1505,22487,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6),"",Colon and rectal cancer,Case-cohort study,Hodge 2015
1506,22488,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,Arachidonic acid (AA; cis-20:4n-6),"",Colon and rectal cancer,Case-cohort study,Hodge 2015
1507,22489,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,"Fatty acids, n3-polyunsaturated (n3-PUFA)",alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3),Colon and rectal cancer,Case-cohort study,Hodge 2015
1508,22490,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,alpha-Linolenic acid (ALA; cis-18:3n-3),"",Colon and rectal cancer,Case-cohort study,Hodge 2015
1509,22491,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,EPA (cis-20:5n-3),"",Colon and rectal cancer,Case-cohort study,Hodge 2015
1510,22492,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,DPA (cis-22:5n-3),"",Colon and rectal cancer,Case-cohort study,Hodge 2015
1511,22493,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,DHA (cis-22:6n-3),"",Colon and rectal cancer,Case-cohort study,Hodge 2015
1512,22494,All,Colorectal cancer cases,Australia,MCCS (Melbourne Collaborative Cohort Study),4205,395,3810,"Plasma, unspecified",GC-FID,"Fatty acids, polyunsaturated (PUFA)",alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Linoleic acid (LA; cis-18:2n-6) + Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6) + Arachidonic acid (AA; cis-20:4n-6) + gamma-Linolenic acid (GLA; cis-18:3n-6),Colon and rectal cancer,Case-cohort study,Hodge 2015
