"accession","InChIKey","Name","PrecursorMZ","Ion_mode"
"MSBNK-Washington_State_Univ-BML01094","HNDVDQJCIGZPNO-UHFFFAOYSA-N","Histidine","154.0622","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00334","SUNCCQBNDWHMPR-UHFFFAOYSA-N","7-Hydroxy-3-Methylflavone","251.0713","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81536","CAGLGYNQQSIUGX-SDBHATRESA-N","Kinetin-9-riboside",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML80278","RFCQJGFZUQFYRF-UHFFFAOYSA-N","2'-O-Methylcytidine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML82026","REFJWTPEDVJJIY-UHFFFAOYSA-N","Quercetin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00218","ZJMLELXRQUXRIU-HBGVWJBISA-N","Amorphigenin","409.1293","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81031","UOOOPKANIPLQPU-XVFCMESISA-N","Cytidine-2',3'-monophosphoric acid",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML80496","SNNBPMAXGYBMHM-UHFFFAOYSA-N","5-Methyl-2-thiouridine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01842","WTDRDQBEARUVNC-UHFFFAOYSA-N","3,4-Dihydroxy-L-phenylalanine","196.0615","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81186","UJYGDMFEEDNVBF-OGGGUQDZSA-N","Ergocornine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01306","AGBQKNBQESQNJD-UHFFFAOYSA-N","DL-Thioctic acid","205.0362","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81126","ROHFNLRQFUQHCH-UHFFFAOYSA-N","DL-Leucine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00268","HPNSFSBZBAHARI-UHFFFAOYSA-N","Mycophenolic acid","319.1187","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01372","KTOAGBIQQPGNIR-UHFFFAOYSA-N","1,7,7-trimethylbicyclo[2.2.1]hept-2-yl 4-hydroxy-3-methoxybenzoate","303.1602","NEGATIVE"
"MSBNK-Washington_State_Univ-BML82043","BLGXFZZNTVWLAY-DIRVCLHFSA-N","Rauwolscine",NA,"NEGATIVE"
"MSBNK-Waters-WA000097","DQFPEYARZIQXRM-LTGZKZEYSA-N","Tralkoxydim (isomer1)","328.4","NEGATIVE"
"MSBNK-Waters-WA001042","YOSHYTLCDANDAN-UHFFFAOYSA-N","Irbesartan",NA,"NEGATIVE"
"MSBNK-Waters-WA001465","SYTBZMRGLBWNTM-UHFFFAOYSA-N","Flurbiprofen",NA,"NEGATIVE"
"MSBNK-Waters-WA001332","OWNRRUFOJXFKCU-UHFFFAOYSA-N","Bromadiolone",NA,"NEGATIVE"
"MSBNK-Waters-WA000400","LKCWBDHBTVXHDL-RMDFUYIESA-N","Amikacin",NA,"NEGATIVE"
"MSBNK-Waters-WA001682","DCOPUUMXTXDBNB-UHFFFAOYSA-N","Diclofenac sodium salt",NA,"NEGATIVE"
"MSBNK-Waters-WA002713","IAJOBQBIJHVGMQ-UHFFFAOYSA-N","Phosphinothricin",NA,"NEGATIVE"
"MSBNK-Waters-WA001467","SYTBZMRGLBWNTM-UHFFFAOYSA-N","Flurbiprofen",NA,"NEGATIVE"
"MSBNK-Waters-WA000210","MZHCENGPTKEIGP-UHFFFAOYSA-N","Dichlorprop","232.8","NEGATIVE"
"MSBNK-Waters-WA000396","LKCWBDHBTVXHDL-RMDFUYIESA-N","Amikacin",NA,"NEGATIVE"
"MSBNK-Waters-WA001333","OWNRRUFOJXFKCU-UHFFFAOYSA-N","Bromadiolone",NA,"NEGATIVE"
"MSBNK-Waters-WA000037","UNAHYJYOSSSJHH-UHFFFAOYSA-N","Oryzalin","345.3","NEGATIVE"
"MSBNK-Waters-WA002030","JQXXHWHPUNPDRT-WLSIYKJHSA-N","Rifampin",NA,"NEGATIVE"
"MSBNK-Waters-WA001624","RDJGLLICXDHJDY-UHFFFAOYSA-N","Fenoprofen",NA,"NEGATIVE"
"MSBNK-Waters-WA000337","JZUFKLXOESDKRF-UHFFFAOYSA-N","Hydrochlorothiazide",NA,"NEGATIVE"
"MSBNK-Waters-WA000591","IUJDSEJGGMCXSG-UHFFFAOYSA-N","Thiopental",NA,"NEGATIVE"
"MSBNK-Waters-WA002784","UDHXJZHVNHGCEC-UHFFFAOYSA-N","Chlorophacinone",NA,"NEGATIVE"
"MSBNK-Waters-WA000171","SODPIMGUZLOIPE-UHFFFAOYSA-N","4-CPA","184.8","NEGATIVE"
"MSBNK-Waters-WA000696","IBALRBWGSVJPAP-HEHNFIMWSA-N","Progabide",NA,"NEGATIVE"
"MSBNK-Waters-WA002776","WYWHKKSPHMUBEB-UHFFFAOYSA-N","Thioguanine",NA,"NEGATIVE"
"MSBNK-Waters-WA002310","TZFNLOMSOLWIDK-JTQLQIEISA-N","Carbidopa",NA,"NEGATIVE"
"MSBNK-Waters-WA000215","IXORZMNAPKEEDV-OBDJNFEBSA-N","Gibberellic acid","345.1","NEGATIVE"
"MSBNK-Waters-WA000095","DQFPEYARZIQXRM-LTGZKZEYSA-N","Tralkoxydim (isomer1)","328.4","NEGATIVE"
"MSBNK-Waters-WA000249","UPMXNNIRAGDFEH-UHFFFAOYSA-N","Bromoxynil","275.7","NEGATIVE"
"MSBNK-Waters-WA002691","NRXQIUSYPAHGNM-UHFFFAOYSA-N","Ioxynil",NA,"NEGATIVE"
"MSBNK-Waters-WA000208","MZHCENGPTKEIGP-UHFFFAOYSA-N","Dichlorprop","232.8","NEGATIVE"
"MSBNK-Waters-WA002789","UDHXJZHVNHGCEC-UHFFFAOYSA-N","Chlorophacinone",NA,"NEGATIVE"
"MSBNK-Waters-WA002521","VYMDGNCVAMGZFE-UHFFFAOYSA-N","Phenylbutazone",NA,"NEGATIVE"
"MSBNK-Waters-WA002755","ZXVONLUNISGICL-UHFFFAOYSA-N","Dinitrocresol",NA,"NEGATIVE"
"MSBNK-Waters-WA000388","MFYSYFVPBJMHGN-ZPOLXVRWSA-N","Cortisone",NA,"NEGATIVE"
"MSBNK-Waters-WA000530","BSYNRYMUTXBXSQ-UHFFFAOYSA-N","Acetylsaliycilic acid",NA,"NEGATIVE"
"MSBNK-Waters-WA002592","CTSLUCNDVMMDHG-UHFFFAOYSA-N","Bromacil",NA,"NEGATIVE"
"MSBNK-Waters-WA000872","YOVRGSHRZRJTLZ-HZPDHXFCSA-N","11-Nor-9-carboxy-Delta9-THC",NA,"NEGATIVE"
"MSBNK-Waters-WA002741","XEDWWPGWIXPVRQ-UHFFFAOYSA-N","Exifone",NA,"NEGATIVE"
"MSBNK-Waters-WA002156","SMMXTJMPESFCOQ-UHFFFAOYSA-N","TiaprideMet",NA,"NEGATIVE"
"MSBNK-Waters-WA001358","HCYFGRCYSCXKNQ-UHFFFAOYSA-N","Acefylline",NA,"NEGATIVE"
"MSBNK-Waters-WA001329","AMRQXHFXNZFDCH-SECBINFHSA-N","Carbetamide",NA,"NEGATIVE"
"MSBNK-Waters-WA000399","LKCWBDHBTVXHDL-RMDFUYIESA-N","Amikacin",NA,"NEGATIVE"
"MSBNK-Waters-WA002595","WNTGYJSOUMFZEP-UHFFFAOYSA-N","Mecoprop",NA,"NEGATIVE"
"MSBNK-Waters-WA002585","WRGOVNKNTPWHLZ-UHFFFAOYSA-N","Tioclomarol",NA,"NEGATIVE"
"MSBNK-Waters-WA000588","IUJDSEJGGMCXSG-UHFFFAOYSA-N","Thiopental",NA,"NEGATIVE"
"MSBNK-Waters-WA000202","GLWWLNJJJCTFMZ-UHFFFAOYSA-N","Cyclanilide","271.9","NEGATIVE"
"MSBNK-Waters-WA000271","WNTGYJSOUMFZEP-UHFFFAOYSA-N","Mecoprop","212.9","NEGATIVE"
"MSBNK-Waters-WA000175","LLWADFLAOKUBDR-UHFFFAOYSA-N","MCPB","226.9","NEGATIVE"
"MSBNK-Waters-WA002596","WNTGYJSOUMFZEP-UHFFFAOYSA-N","Mecoprop",NA,"NEGATIVE"
"MSBNK-Waters-WA001815","PYVUMAGVCSQCBD-UHFFFAOYSA-N","Bemetizide",NA,"NEGATIVE"
"MSBNK-Waters-WA000225","REEQLXCGVXDJSQ-UHFFFAOYSA-N","Triclopyr","253.8","NEGATIVE"
"MSBNK-Waters-WA000192","YNTJKQDWYXUTLZ-UHFFFAOYSA-N","Cloprop","198.8","NEGATIVE"
"MSBNK-Waters-WA002594","WNTGYJSOUMFZEP-UHFFFAOYSA-N","Mecoprop",NA,"NEGATIVE"
"MSBNK-Waters-WA002786","UDHXJZHVNHGCEC-UHFFFAOYSA-N","Chlorophacinone",NA,"NEGATIVE"
"MSBNK-Waters-WA000251","UPMXNNIRAGDFEH-UHFFFAOYSA-N","Bromoxynil","275.7","NEGATIVE"
"MSBNK-Waters-WA001049","DIWRORZWFLOCLC-UHFFFAOYSA-N","Lorazepam",NA,"NEGATIVE"
"MSBNK-Waters-WA001629","RDJGLLICXDHJDY-UHFFFAOYSA-N","Fenoprofen",NA,"NEGATIVE"
"MSBNK-Waters-WA000227","REEQLXCGVXDJSQ-UHFFFAOYSA-N","Triclopyr","253.8","NEGATIVE"
"MSBNK-Waters-WA000335","JZUFKLXOESDKRF-UHFFFAOYSA-N","Hydrochlorothiazide",NA,"NEGATIVE"
"MSBNK-Waters-WA001026","BOVGTQGAOIONJV-UHFFFAOYSA-N","Gliclazide",NA,"NEGATIVE"
"MSBNK-Waters-WA000964","ZKLPARSLTMPFCP-UHFFFAOYSA-N","Cetirizine",NA,"NEGATIVE"
"MSBNK-Waters-WA000178","LLWADFLAOKUBDR-UHFFFAOYSA-N","MCPB","226.9","NEGATIVE"
"MSBNK-Waters-WA001355","OFCNXPDARWKPPY-UHFFFAOYSA-N","Allopurinol",NA,"NEGATIVE"
"MSBNK-Waters-WA002304","BOCUKUHCLICSIY-UHFFFAOYSA-N","Cyclothiazide",NA,"NEGATIVE"
"MSBNK-Waters-WA000542","WEXRUCMBJFQVBZ-UHFFFAOYSA-N","Pentobarbital",NA,"NEGATIVE"
"MSBNK-Waters-WA000336","JZUFKLXOESDKRF-UHFFFAOYSA-N","Hydrochlorothiazide",NA,"NEGATIVE"
"MSBNK-Waters-WA000387","MFYSYFVPBJMHGN-ZPOLXVRWSA-N","Cortisone",NA,"NEGATIVE"
"MSBNK-Waters-WA001713","HULMNSIAKWANQO-JQKSAQOKSA-N","Convallatoxin",NA,"NEGATIVE"
"MSBNK-Waters-WA002742","XEDWWPGWIXPVRQ-UHFFFAOYSA-N","Exifone",NA,"NEGATIVE"
"MSBNK-Waters-WA000346","NFBAXHOPROOJAW-UHFFFAOYSA-N","Phenindione",NA,"NEGATIVE"
"MSBNK-Waters-WA002754","ZXVONLUNISGICL-UHFFFAOYSA-N","Dinitrocresol",NA,"NEGATIVE"
"MSBNK-Waters-WA000248","MEFQWPUMEMWTJP-UHFFFAOYSA-N","Fluroxypyr","252.8","NEGATIVE"
"MSBNK-Waters-WA001481","HUPFGZXOMWLGNK-UHFFFAOYSA-N","Diflunisal",NA,"NEGATIVE"
"MSBNK-Waters-WA001478","HUPFGZXOMWLGNK-UHFFFAOYSA-N","Diflunisal",NA,"NEGATIVE"
"MSBNK-Waters-WA002948","JYGXADMDTFJGBT-VWUMJDOOSA-N","(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",NA,"NEGATIVE"
"MSBNK-Waters-WA001749","CLSJYOLYMZNKJB-UHFFFAOYSA-N","Albendazole sulfone",NA,"NEGATIVE"
"MSBNK-Waters-WA002944","JYGXADMDTFJGBT-VWUMJDOOSA-N","(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",NA,"NEGATIVE"
"MSBNK-Waters-WA002562","PVHUJELLJLJGLN-UHFFFAOYSA-N","Nitrendipine",NA,"NEGATIVE"
"MSBNK-Waters-WA000169","PRPINYUDVPFIRX-UHFFFAOYSA-N","1-Naphthaleneacetic acid","184.9","NEGATIVE"
"MSBNK-Waters-WA000272","WNTGYJSOUMFZEP-UHFFFAOYSA-N","Mecoprop","212.9","NEGATIVE"
"MSBNK-Waters-WA002309","TZFNLOMSOLWIDK-JTQLQIEISA-N","Carbidopa",NA,"NEGATIVE"
"MSBNK-Waters-WA001225","DDBREPKUVSBGFI-UHFFFAOYSA-N","Phenobarbital",NA,"NEGATIVE"
"MSBNK-Waters-WA001443","CGIGDMFJXJATDK-UHFFFAOYSA-N","Indomethacin",NA,"NEGATIVE"
"MSBNK-Waters-WA001988","VIROVYVQCGLCII-UHFFFAOYSA-N","Amobarbital",NA,"NEGATIVE"
"MSBNK-Waters-WA001529","GUHPRPJDBZHYCJ-UHFFFAOYSA-N","Tiaprofenic acid",NA,"NEGATIVE"
"MSBNK-Waters-WA001482","HUPFGZXOMWLGNK-UHFFFAOYSA-N","Diflunisal",NA,"NEGATIVE"
"MSBNK-Waters-WA002590","CTSLUCNDVMMDHG-UHFFFAOYSA-N","Bromacil",NA,"NEGATIVE"
"MSBNK-Waters-WA001670","RYIGNEOBDRVTHA-UHFFFAOYSA-N","8-Chlorotheophylline",NA,"NEGATIVE"
"MSBNK-Waters-WA000211","MZHCENGPTKEIGP-UHFFFAOYSA-N","Dichlorprop","232.8","NEGATIVE"
"MSBNK-Waters-WA002766","GLVAUDGFNGKCSF-UHFFFAOYSA-N","6-Mercaptopurine",NA,"NEGATIVE"
"MSBNK-Waters-WA000195","YNTJKQDWYXUTLZ-UHFFFAOYSA-N","Cloprop","198.8","NEGATIVE"
"MSBNK-Waters-WA002479","VMXUWOKSQNHOCA-UKTHLTGXSA-N","Ranitidine",NA,"NEGATIVE"
"MSBNK-Waters-WA000170","PRPINYUDVPFIRX-UHFFFAOYSA-N","1-Naphthaleneacetic acid","184.9","NEGATIVE"
"MSBNK-Waters-WA001554","GWOFUCIGLDBNKM-UHFFFAOYSA-N","Glafenine",NA,"NEGATIVE"
"MSBNK-Waters-WA000273","WNTGYJSOUMFZEP-UHFFFAOYSA-N","Mecoprop","212.9","NEGATIVE"
"MSBNK-Waters-WA002490","BNRNXUUZRGQAQC-UHFFFAOYSA-N","Sildenafil",NA,"NEGATIVE"
"MSBNK-Waters-WA002587","WRGOVNKNTPWHLZ-UHFFFAOYSA-N","Tioclomarol",NA,"NEGATIVE"
"MSBNK-Waters-WA001423","PSIFNNKUMBGKDQ-UHFFFAOYSA-N","Losartan",NA,"NEGATIVE"
"MSBNK-Waters-WA000183","NRXQIUSYPAHGNM-UHFFFAOYSA-N","Ioxynil","369.8","NEGATIVE"
"MSBNK-Waters-WA002574","ZZUFCTLCJUWOSV-UHFFFAOYSA-N","Furosemide",NA,"NEGATIVE"
"MSBNK-Waters-WA002542","QYSPLQLAKJAUJT-UHFFFAOYSA-N","Piroxicam",NA,"NEGATIVE"
"MSBNK-Waters-WA001586","RKWGIWYCVPQPMF-UHFFFAOYSA-N","Chlorpropamide",NA,"NEGATIVE"
"MSBNK-Waters-WA000398","LKCWBDHBTVXHDL-RMDFUYIESA-N","Amikacin",NA,"NEGATIVE"
"MSBNK-Waters-WA000214","IXORZMNAPKEEDV-OBDJNFEBSA-N","Gibberellic acid","345.1","NEGATIVE"
"MSBNK-Waters-WA001128","OMFXVFTZEKFJBZ-HJTSIMOOSA-N","Corticosterone",NA,"NEGATIVE"
"MSBNK-Waters-WA001226","DDBREPKUVSBGFI-UHFFFAOYSA-N","Phenobarbital",NA,"NEGATIVE"
"MSBNK-Waters-WA000228","REEQLXCGVXDJSQ-UHFFFAOYSA-N","Triclopyr","253.8","NEGATIVE"
"MSBNK-Waters-WA000212","IXORZMNAPKEEDV-OBDJNFEBSA-N","Gibberellic acid","345.1","NEGATIVE"
"MSBNK-Waters-WA001991","VIROVYVQCGLCII-UHFFFAOYSA-N","Amobarbital",NA,"NEGATIVE"
"MSBNK-Waters-WA002994","JFPVXVDWJQMJEE-IZRZKJBUSA-N","Cefuroxime",NA,"NEGATIVE"
"MSBNK-Waters-WA002752","ZXVONLUNISGICL-UHFFFAOYSA-N","Dinitrocresol",NA,"NEGATIVE"
"MSBNK-Waters-WA000528","BSYNRYMUTXBXSQ-UHFFFAOYSA-N","Acetylsaliycilic acid",NA,"NEGATIVE"
"MSBNK-Waters-WA002387","ODAIHABQVKJNIY-PEDHHIEDSA-N","Perindoprilat (diacid form)",NA,"NEGATIVE"
"MSBNK-Waters-WA001228","DDBREPKUVSBGFI-UHFFFAOYSA-N","Phenobarbital",NA,"NEGATIVE"
"MSBNK-Waters-WA000245","MEFQWPUMEMWTJP-UHFFFAOYSA-N","Fluroxypyr","252.8","NEGATIVE"
"MSBNK-Waters-WA001218","VABCILAOYCMVPS-HNNXBMFYSA-N","Acenocoumarol",NA,"NEGATIVE"
"MSBNK-Waters-WA001757","VGLGVJVUHYTIIU-UHFFFAOYSA-N","Althiazide",NA,"NEGATIVE"
"MSBNK-Waters-WA002343","FTOAOBMCPZCFFF-UHFFFAOYSA-N","Barbital",NA,"NEGATIVE"
"MSBNK-Waters-WA000386","MFYSYFVPBJMHGN-ZPOLXVRWSA-N","Cortisone",NA,"NEGATIVE"
"MSBNK-Waters-WA002287","ULGZDMOVFRHVEP-RWJQBGPGSA-N","Erythromycin",NA,"NEGATIVE"
"MSBNK-Waters-WA001987","VIROVYVQCGLCII-UHFFFAOYSA-N","Amobarbital",NA,"NEGATIVE"
"MSBNK-Waters-WA000184","NUFNQYOELLVIPL-UHFFFAOYSA-N","Acifluorfen","360","NEGATIVE"
"MSBNK-Waters-WA000172","SODPIMGUZLOIPE-UHFFFAOYSA-N","4-CPA","184.8","NEGATIVE"
"MSBNK-Waters-WA002723","XKFPYPQQHFEXRZ-UHFFFAOYSA-N","Isocarboxazid",NA,"NEGATIVE"
"MSBNK-Waters-WA002597","NASXCEITKQITLD-UHFFFAOYSA-N","Fluindione",NA,"NEGATIVE"
"MSBNK-Waters-WA000504","WXTMDXOMEHJXQO-UHFFFAOYSA-N","Gentisic acid",NA,"NEGATIVE"
"MSBNK-Waters-WA000589","IUJDSEJGGMCXSG-UHFFFAOYSA-N","Thiopental",NA,"NEGATIVE"
"MSBNK-Waters-WA000503","WXTMDXOMEHJXQO-UHFFFAOYSA-N","Gentisic acid",NA,"NEGATIVE"
"MSBNK-Waters-WA000168","PRPINYUDVPFIRX-UHFFFAOYSA-N","1-Naphthaleneacetic acid","184.9","NEGATIVE"
"MSBNK-Waters-WA002569","ZBBHBTPTTSWHBA-UHFFFAOYSA-N","Nicardipine",NA,"NEGATIVE"
"MSBNK-Waters-WA001785","OZVBMTJYIDMWIL-AYFBDAFISA-N","Bromocriptine",NA,"NEGATIVE"
"MSBNK-Waters-WA001119","PBKZPPIHUVSDNM-WNHSNXHDSA-N","Canrenoic acid",NA,"NEGATIVE"
"MSBNK-Waters-WA001536","ZJJXGWJIGJFDTL-UHFFFAOYSA-N","Glipizide",NA,"NEGATIVE"
"MSBNK-Waters-WA002355","ICUTUKXCWQYESQ-UHFFFAOYSA-N","Triclocarban",NA,"NEGATIVE"
"MSBNK-Waters-WA002572","ZZUFCTLCJUWOSV-UHFFFAOYSA-N","Furosemide",NA,"NEGATIVE"
"MSBNK-Waters-WA000423","BXZVVICBKDXVGW-NKWVEPMBSA-N","Didanosine",NA,"NEGATIVE"
"MSBNK-Waters-WA001167","UREBDLICKHMUKA-DVTGEIKXSA-N","Betamethasone",NA,"NEGATIVE"
"MSBNK-Waters-WA002743","XEDWWPGWIXPVRQ-UHFFFAOYSA-N","Exifone",NA,"NEGATIVE"
"MSBNK-Waters-WA001464","SYTBZMRGLBWNTM-UHFFFAOYSA-N","Flurbiprofen",NA,"NEGATIVE"
"MSBNK-Waters-WA001626","RDJGLLICXDHJDY-UHFFFAOYSA-N","Fenoprofen",NA,"NEGATIVE"
"MSBNK-Waters-WA002946","JYGXADMDTFJGBT-VWUMJDOOSA-N","(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",NA,"NEGATIVE"
"MSBNK-Waters-WA001454","KLZWOWYOHUKJIG-BPUTZDHNSA-N","Imidapril",NA,"NEGATIVE"
"MSBNK-Waters-WA002727","HEFNNWSXXWATRW-UHFFFAOYSA-N","Ibuprofen",NA,"NEGATIVE"
"MSBNK-Waters-WA000555","QHZQILHUJDRDAI-UHFFFAOYSA-N","Febarbamate",NA,"NEGATIVE"
"MSBNK-Waters-WA002950","DGBIGWXXNGSACT-UHFFFAOYSA-N","Clonazepam",NA,"NEGATIVE"
"MSBNK-Waters-WA002584","WRGOVNKNTPWHLZ-UHFFFAOYSA-N","Tioclomarol",NA,"NEGATIVE"
"MSBNK-Waters-WA002312","TZFNLOMSOLWIDK-JTQLQIEISA-N","Carbidopa",NA,"NEGATIVE"
"MSBNK-Waters-WA002506","JLRGJRBPOGGCBT-UHFFFAOYSA-N","Tolbutamide",NA,"NEGATIVE"
"MSBNK-Waters-WA002692","NRXQIUSYPAHGNM-UHFFFAOYSA-N","Ioxynil",NA,"NEGATIVE"
"MSBNK-Waters-WA000475","YGSDEFSMJLZEOE-UHFFFAOYSA-N","Salicylic acid",NA,"NEGATIVE"
"MSBNK-Waters-WA000167","PRPINYUDVPFIRX-UHFFFAOYSA-N","1-Naphthaleneacetic acid","184.9","NEGATIVE"
"MSBNK-Waters-WA002992","JFPVXVDWJQMJEE-IZRZKJBUSA-N","Cefuroxime",NA,"NEGATIVE"
"MSBNK-Waters-WA000389","MFYSYFVPBJMHGN-ZPOLXVRWSA-N","Cortisone",NA,"NEGATIVE"
"MSBNK-Waters-WA000586","STDBAQMTJLUMFW-UHFFFAOYSA-N","Butethal",NA,"NEGATIVE"
"MSBNK-Waters-WA001370","XUFXOAAUWZOOIT-UGEKTDRHSA-N","Acarbose",NA,"NEGATIVE"
"MSBNK-Waters-WA001227","DDBREPKUVSBGFI-UHFFFAOYSA-N","Phenobarbital",NA,"NEGATIVE"
"MSBNK-Waters-WA001493","RGUIKQRAZCQMBM-UHFFFAOYSA-N","Floctafenic acid",NA,"NEGATIVE"
"MSBNK-Waters-WA002588","WRGOVNKNTPWHLZ-UHFFFAOYSA-N","Tioclomarol",NA,"NEGATIVE"
"MSBNK-Waters-WA000760","QAGYKUNXZHXKMR-HKWSIXNMSA-N","Nelfinavir",NA,"NEGATIVE"
"MSBNK-Waters-WA002354","ICUTUKXCWQYESQ-UHFFFAOYSA-N","Triclocarban",NA,"NEGATIVE"
"MSBNK-Waters-WA001477","HUPFGZXOMWLGNK-UHFFFAOYSA-N","Diflunisal",NA,"NEGATIVE"
"MSBNK-Waters-WA000878","YCBKSSAWEUDACY-IAGOWNOFSA-N","11-Hydroxy-Delta9-THC",NA,"NEGATIVE"
"MSBNK-Waters-WA000187","NUFNQYOELLVIPL-UHFFFAOYSA-N","Acifluorfen","360","NEGATIVE"
"MSBNK-Waters-WA002740","XEDWWPGWIXPVRQ-UHFFFAOYSA-N","Exifone",NA,"NEGATIVE"
"MSBNK-Waters-WA002322","LKRDZKPBAOKJBT-CNPIRKNPSA-N","Gitoxin",NA,"NEGATIVE"
"MSBNK-Waters-WA001463","SYTBZMRGLBWNTM-UHFFFAOYSA-N","Flurbiprofen",NA,"NEGATIVE"
"MSBNK-Waters-WA002788","UDHXJZHVNHGCEC-UHFFFAOYSA-N","Chlorophacinone",NA,"NEGATIVE"
"MSBNK-Waters-WA002381","IPVQLZZIHOAWMC-QXKUPLGCSA-N","Perindopril",NA,"NEGATIVE"
"MSBNK-Waters-WA001140","JIVPVXMEBJLZRO-UHFFFAOYSA-N","Chlorthalidone",NA,"NEGATIVE"
"MSBNK-Waters-WA002703","RBFYACKGKXTHMK-UHFFFAOYSA-N","Hydroxyfloctafenine",NA,"NEGATIVE"
"MSBNK-Waters-WA002303","BOCUKUHCLICSIY-UHFFFAOYSA-N","Cyclothiazide",NA,"NEGATIVE"
"MSBNK-Waters-WA002761","XMTQQYYKAHVGBJ-UHFFFAOYSA-N","Diuron",NA,"NEGATIVE"
"MSBNK-Waters-WA001625","RDJGLLICXDHJDY-UHFFFAOYSA-N","Fenoprofen",NA,"NEGATIVE"
"MSBNK-Waters-WA002571","ZZUFCTLCJUWOSV-UHFFFAOYSA-N","Furosemide",NA,"NEGATIVE"
"MSBNK-Waters-WA000176","LLWADFLAOKUBDR-UHFFFAOYSA-N","MCPB","226.9","NEGATIVE"
"MSBNK-Waters-WA001877","KJADKKWYZYXHBB-XBWDGYHZSA-N","Topiramate",NA,"NEGATIVE"
"MSBNK-Waters-WA002306","TZFWDZFKRBELIQ-UHFFFAOYSA-N","Chlorzoxazone",NA,"NEGATIVE"
"MSBNK-Waters-WA002589","CTSLUCNDVMMDHG-UHFFFAOYSA-N","Bromacil",NA,"NEGATIVE"
"MSBNK-Waters-WA002751","VJJPUSNTGOMMGY-MRVIYFEKSA-N","Etoposide",NA,"NEGATIVE"
"MSBNK-Waters-WA000098","DQFPEYARZIQXRM-LTGZKZEYSA-N","Tralkoxydim (isomer1)","328.4","NEGATIVE"
"MSBNK-Waters-WA002991","JFPVXVDWJQMJEE-IZRZKJBUSA-N","Cefuroxime",NA,"NEGATIVE"
"MSBNK-Waters-WA001676","SHIBSTMRCDJXLN-KCZCNTNESA-N","Digoxigenin",NA,"NEGATIVE"
"MSBNK-Waters-WA000252","UPMXNNIRAGDFEH-UHFFFAOYSA-N","Bromoxynil","275.7","NEGATIVE"
"MSBNK-Waters-WA001990","VIROVYVQCGLCII-UHFFFAOYSA-N","Amobarbital",NA,"NEGATIVE"
"MSBNK-Waters-WA002693","NRXQIUSYPAHGNM-UHFFFAOYSA-N","Ioxynil",NA,"NEGATIVE"
"MSBNK-Waters-WA000194","YNTJKQDWYXUTLZ-UHFFFAOYSA-N","Cloprop","198.8","NEGATIVE"
"MSBNK-Waters-WA000348","NFBAXHOPROOJAW-UHFFFAOYSA-N","Phenindione",NA,"NEGATIVE"
"MSBNK-Waters-WA002785","UDHXJZHVNHGCEC-UHFFFAOYSA-N","Chlorophacinone",NA,"NEGATIVE"
"MSBNK-Waters-WA001479","HUPFGZXOMWLGNK-UHFFFAOYSA-N","Diflunisal",NA,"NEGATIVE"
"MSBNK-Waters-WA001655","MPDGHEJMBKOTSU-YKLVYJNSSA-N","Enoxolone",NA,"NEGATIVE"
"MSBNK-Waters-WA000269","WNTGYJSOUMFZEP-UHFFFAOYSA-N","Mecoprop","212.9","NEGATIVE"
"MSBNK-Waters-WA002361","ACWBQPMHZXGDFX-QFIPXVFZSA-N","Valsartan",NA,"NEGATIVE"
"MSBNK-Waters-WA002726","HEFNNWSXXWATRW-UHFFFAOYSA-N","Ibuprofen",NA,"NEGATIVE"
"MSBNK-Waters-WA001525","AGHANLSBXUWXTB-UHFFFAOYSA-N","Tienilic acid",NA,"NEGATIVE"
"MSBNK-Waters-WA001330","OWNRRUFOJXFKCU-UHFFFAOYSA-N","Bromadiolone",NA,"NEGATIVE"
"MSBNK-Waters-WA000040","UNAHYJYOSSSJHH-UHFFFAOYSA-N","Oryzalin","345.3","NEGATIVE"
"MSBNK-Waters-WA000261","BGZZWXTVIYUUEY-UHFFFAOYSA-N","Fomesafen","437","NEGATIVE"
