"","accession","dname"
"43240","HMDB0090465","3-methylglutaconic aciduria type II"
"43241","HMDB0090465","X-linked"
"43242","HMDB0090466","3-methylglutaconic aciduria type II"
"43243","HMDB0090466","X-linked"
"43244","HMDB0090467","3-methylglutaconic aciduria type II"
"43245","HMDB0090467","X-linked"
"43246","HMDB0090468","3-methylglutaconic aciduria type II"
"43247","HMDB0090468","X-linked"
"43248","HMDB0090469","3-methylglutaconic aciduria type II"
"43249","HMDB0090469","X-linked"
"43250","HMDB0090470","3-methylglutaconic aciduria type II"
"43251","HMDB0090470","X-linked"
"43252","HMDB0090471","3-methylglutaconic aciduria type II"
"43253","HMDB0090471","X-linked"
"43254","HMDB0090472","3-methylglutaconic aciduria type II"
"43255","HMDB0090472","X-linked"
"43256","HMDB0090473","3-methylglutaconic aciduria type II"
"43257","HMDB0090473","X-linked"
"43258","HMDB0090474","3-methylglutaconic aciduria type II"
"43259","HMDB0090474","X-linked"
"43260","HMDB0090475","3-methylglutaconic aciduria type II"
"43261","HMDB0090475","X-linked"
"43262","HMDB0090476","3-methylglutaconic aciduria type II"
"43263","HMDB0090476","X-linked"
"43264","HMDB0090477","3-methylglutaconic aciduria type II"
"43265","HMDB0090477","X-linked"
"43266","HMDB0090478","3-methylglutaconic aciduria type II"
"43267","HMDB0090478","X-linked"
"43268","HMDB0090479","3-methylglutaconic aciduria type II"
"43269","HMDB0090479","X-linked"
"43270","HMDB0090480","3-methylglutaconic aciduria type II"
"43271","HMDB0090480","X-linked"
"43272","HMDB0090481","3-methylglutaconic aciduria type II"
"43273","HMDB0090481","X-linked"
"43274","HMDB0090482","3-methylglutaconic aciduria type II"
"43275","HMDB0090482","X-linked"
"43276","HMDB0090483","3-methylglutaconic aciduria type II"
"43277","HMDB0090483","X-linked"
"43278","HMDB0090484","3-methylglutaconic aciduria type II"
"43279","HMDB0090484","X-linked"
"43280","HMDB0090485","3-methylglutaconic aciduria type II"
"43281","HMDB0090485","X-linked"
"43282","HMDB0090486","3-methylglutaconic aciduria type II"
"43283","HMDB0090486","X-linked"
"43284","HMDB0090487","3-methylglutaconic aciduria type II"
"43285","HMDB0090487","X-linked"
"43286","HMDB0090488","3-methylglutaconic aciduria type II"
"43287","HMDB0090488","X-linked"
"43288","HMDB0090489","3-methylglutaconic aciduria type II"
"43289","HMDB0090489","X-linked"
"43290","HMDB0090490","3-methylglutaconic aciduria type II"
"43291","HMDB0090490","X-linked"
"43292","HMDB0090491","3-methylglutaconic aciduria type II"
"43293","HMDB0090491","X-linked"
"43294","HMDB0090492","3-methylglutaconic aciduria type II"
"43295","HMDB0090492","X-linked"
"43296","HMDB0090493","3-methylglutaconic aciduria type II"
"43297","HMDB0090493","X-linked"
"43298","HMDB0090494","3-methylglutaconic aciduria type II"
"43299","HMDB0090494","X-linked"
"43300","HMDB0090495","3-methylglutaconic aciduria type II"
"43301","HMDB0090495","X-linked"
"43302","HMDB0090496","3-methylglutaconic aciduria type II"
"43303","HMDB0090496","X-linked"
"43304","HMDB0090497","3-methylglutaconic aciduria type II"
"43305","HMDB0090497","X-linked"
"43306","HMDB0090498","3-methylglutaconic aciduria type II"
"43307","HMDB0090498","X-linked"
"43308","HMDB0090499","3-methylglutaconic aciduria type II"
"43309","HMDB0090499","X-linked"
"43310","HMDB0090500","3-methylglutaconic aciduria type II"
"43311","HMDB0090500","X-linked"
"43312","HMDB0090501","3-methylglutaconic aciduria type II"
"43313","HMDB0090501","X-linked"
"43314","HMDB0090502","3-methylglutaconic aciduria type II"
"43315","HMDB0090502","X-linked"
"43316","HMDB0090503","3-methylglutaconic aciduria type II"
"43317","HMDB0090503","X-linked"
"43318","HMDB0090504","3-methylglutaconic aciduria type II"
"43319","HMDB0090504","X-linked"
"43320","HMDB0090505","3-methylglutaconic aciduria type II"
"43321","HMDB0090505","X-linked"
"43322","HMDB0090506","3-methylglutaconic aciduria type II"
"43323","HMDB0090506","X-linked"
"43324","HMDB0090507","3-methylglutaconic aciduria type II"
"43325","HMDB0090507","X-linked"
"43326","HMDB0090508","3-methylglutaconic aciduria type II"
"43327","HMDB0090508","X-linked"
"43328","HMDB0090509","3-methylglutaconic aciduria type II"
"43329","HMDB0090509","X-linked"
"43330","HMDB0090510","3-methylglutaconic aciduria type II"
"43331","HMDB0090510","X-linked"
"43332","HMDB0090511","3-methylglutaconic aciduria type II"
"43333","HMDB0090511","X-linked"
"43334","HMDB0090512","3-methylglutaconic aciduria type II"
"43335","HMDB0090512","X-linked"
"43336","HMDB0090513","3-methylglutaconic aciduria type II"
"43337","HMDB0090513","X-linked"
"43338","HMDB0090514","3-methylglutaconic aciduria type II"
"43339","HMDB0090514","X-linked"
"43340","HMDB0090515","3-methylglutaconic aciduria type II"
"43341","HMDB0090515","X-linked"
"43342","HMDB0090516","3-methylglutaconic aciduria type II"
"43343","HMDB0090516","X-linked"
"43344","HMDB0090517","3-methylglutaconic aciduria type II"
"43345","HMDB0090517","X-linked"
"43346","HMDB0090518","3-methylglutaconic aciduria type II"
"43347","HMDB0090518","X-linked"
"43348","HMDB0090519","3-methylglutaconic aciduria type II"
"43349","HMDB0090519","X-linked"
"43350","HMDB0090520","3-methylglutaconic aciduria type II"
"43351","HMDB0090520","X-linked"
"43352","HMDB0090521","3-methylglutaconic aciduria type II"
"43353","HMDB0090521","X-linked"
"43354","HMDB0090522","3-methylglutaconic aciduria type II"
"43355","HMDB0090522","X-linked"
"43356","HMDB0090523","3-methylglutaconic aciduria type II"
"43357","HMDB0090523","X-linked"
"43358","HMDB0090524","3-methylglutaconic aciduria type II"
"43359","HMDB0090524","X-linked"
"43360","HMDB0090525","3-methylglutaconic aciduria type II"
"43361","HMDB0090525","X-linked"
"43362","HMDB0090526","3-methylglutaconic aciduria type II"
"43363","HMDB0090526","X-linked"
"43364","HMDB0090527","3-methylglutaconic aciduria type II"
"43365","HMDB0090527","X-linked"
"43366","HMDB0090528","3-methylglutaconic aciduria type II"
"43367","HMDB0090528","X-linked"
"43368","HMDB0090529","3-methylglutaconic aciduria type II"
"43369","HMDB0090529","X-linked"
"43370","HMDB0090530","3-methylglutaconic aciduria type II"
"43371","HMDB0090530","X-linked"
"43372","HMDB0090531","3-methylglutaconic aciduria type II"
"43373","HMDB0090531","X-linked"
"43374","HMDB0090532","3-methylglutaconic aciduria type II"
"43375","HMDB0090532","X-linked"
"43376","HMDB0090533","3-methylglutaconic aciduria type II"
"43377","HMDB0090533","X-linked"
"43378","HMDB0090534","3-methylglutaconic aciduria type II"
"43379","HMDB0090534","X-linked"
"43380","HMDB0090535","3-methylglutaconic aciduria type II"
"43381","HMDB0090535","X-linked"
"43382","HMDB0090536","3-methylglutaconic aciduria type II"
"43383","HMDB0090536","X-linked"
"43384","HMDB0090537","3-methylglutaconic aciduria type II"
"43385","HMDB0090537","X-linked"
"43386","HMDB0090538","3-methylglutaconic aciduria type II"
"43387","HMDB0090538","X-linked"
"43388","HMDB0090539","3-methylglutaconic aciduria type II"
"43389","HMDB0090539","X-linked"
"43390","HMDB0090540","3-methylglutaconic aciduria type II"
"43391","HMDB0090540","X-linked"
"43392","HMDB0090541","3-methylglutaconic aciduria type II"
"43393","HMDB0090541","X-linked"
"43394","HMDB0090542","3-methylglutaconic aciduria type II"
"43395","HMDB0090542","X-linked"
"43396","HMDB0090543","3-methylglutaconic aciduria type II"
"43397","HMDB0090543","X-linked"
"43398","HMDB0090544","3-methylglutaconic aciduria type II"
"43399","HMDB0090544","X-linked"
"43400","HMDB0090545","3-methylglutaconic aciduria type II"
"43401","HMDB0090545","X-linked"
"43402","HMDB0090546","3-methylglutaconic aciduria type II"
"43403","HMDB0090546","X-linked"
"43404","HMDB0090547","3-methylglutaconic aciduria type II"
"43405","HMDB0090547","X-linked"
"43406","HMDB0090548","3-methylglutaconic aciduria type II"
"43407","HMDB0090548","X-linked"
"43408","HMDB0090549","3-methylglutaconic aciduria type II"
"43409","HMDB0090549","X-linked"
"43410","HMDB0090550","3-methylglutaconic aciduria type II"
"43411","HMDB0090550","X-linked"
"43412","HMDB0090551","3-methylglutaconic aciduria type II"
"43413","HMDB0090551","X-linked"
"43414","HMDB0090552","3-methylglutaconic aciduria type II"
"43415","HMDB0090552","X-linked"
"43416","HMDB0090553","3-methylglutaconic aciduria type II"
"43417","HMDB0090553","X-linked"
"43418","HMDB0090554","3-methylglutaconic aciduria type II"
"43419","HMDB0090554","X-linked"
"43420","HMDB0090555","3-methylglutaconic aciduria type II"
"43421","HMDB0090555","X-linked"
"43422","HMDB0090556","3-methylglutaconic aciduria type II"
"43423","HMDB0090556","X-linked"
"43424","HMDB0090557","3-methylglutaconic aciduria type II"
"43425","HMDB0090557","X-linked"
"43426","HMDB0090558","3-methylglutaconic aciduria type II"
"43427","HMDB0090558","X-linked"
"43428","HMDB0090559","3-methylglutaconic aciduria type II"
"43429","HMDB0090559","X-linked"
"43430","HMDB0090560","3-methylglutaconic aciduria type II"
"43431","HMDB0090560","X-linked"
"43432","HMDB0090561","3-methylglutaconic aciduria type II"
"43433","HMDB0090561","X-linked"
"43434","HMDB0090562","3-methylglutaconic aciduria type II"
"43435","HMDB0090562","X-linked"
"43436","HMDB0090563","3-methylglutaconic aciduria type II"
"43437","HMDB0090563","X-linked"
"43438","HMDB0090564","3-methylglutaconic aciduria type II"
"43439","HMDB0090564","X-linked"
"43440","HMDB0090565","3-methylglutaconic aciduria type II"
"43441","HMDB0090565","X-linked"
"43442","HMDB0090566","3-methylglutaconic aciduria type II"
"43443","HMDB0090566","X-linked"
"43444","HMDB0090567","3-methylglutaconic aciduria type II"
"43445","HMDB0090567","X-linked"
"43446","HMDB0090568","3-methylglutaconic aciduria type II"
"43447","HMDB0090568","X-linked"
"43448","HMDB0090569","3-methylglutaconic aciduria type II"
"43449","HMDB0090569","X-linked"
"43450","HMDB0090570","3-methylglutaconic aciduria type II"
"43451","HMDB0090570","X-linked"
"43452","HMDB0090571","3-methylglutaconic aciduria type II"
"43453","HMDB0090571","X-linked"
"43454","HMDB0090572","3-methylglutaconic aciduria type II"
"43455","HMDB0090572","X-linked"
"43456","HMDB0090573","3-methylglutaconic aciduria type II"
"43457","HMDB0090573","X-linked"
"43458","HMDB0090574","3-methylglutaconic aciduria type II"
"43459","HMDB0090574","X-linked"
"43460","HMDB0090575","3-methylglutaconic aciduria type II"
"43461","HMDB0090575","X-linked"
"43462","HMDB0090576","3-methylglutaconic aciduria type II"
"43463","HMDB0090576","X-linked"
"43464","HMDB0090577","3-methylglutaconic aciduria type II"
"43465","HMDB0090577","X-linked"
"43466","HMDB0090578","3-methylglutaconic aciduria type II"
"43467","HMDB0090578","X-linked"
"43468","HMDB0090579","3-methylglutaconic aciduria type II"
"43469","HMDB0090579","X-linked"
"43470","HMDB0090580","3-methylglutaconic aciduria type II"
"43471","HMDB0090580","X-linked"
"43472","HMDB0090581","3-methylglutaconic aciduria type II"
"43473","HMDB0090581","X-linked"
"43474","HMDB0090582","3-methylglutaconic aciduria type II"
"43475","HMDB0090582","X-linked"
"43476","HMDB0090583","3-methylglutaconic aciduria type II"
"43477","HMDB0090583","X-linked"
"43478","HMDB0090584","3-methylglutaconic aciduria type II"
"43479","HMDB0090584","X-linked"
"43480","HMDB0090585","3-methylglutaconic aciduria type II"
"43481","HMDB0090585","X-linked"
"43482","HMDB0090586","3-methylglutaconic aciduria type II"
"43483","HMDB0090586","X-linked"
"43484","HMDB0090587","3-methylglutaconic aciduria type II"
"43485","HMDB0090587","X-linked"
"43486","HMDB0090588","3-methylglutaconic aciduria type II"
"43487","HMDB0090588","X-linked"
"43488","HMDB0090589","3-methylglutaconic aciduria type II"
"43489","HMDB0090589","X-linked"
"43490","HMDB0090590","3-methylglutaconic aciduria type II"
"43491","HMDB0090590","X-linked"
"43492","HMDB0090591","3-methylglutaconic aciduria type II"
"43493","HMDB0090591","X-linked"
"43494","HMDB0090592","3-methylglutaconic aciduria type II"
"43495","HMDB0090592","X-linked"
"43496","HMDB0090593","3-methylglutaconic aciduria type II"
"43497","HMDB0090593","X-linked"
"43498","HMDB0090594","3-methylglutaconic aciduria type II"
"43499","HMDB0090594","X-linked"
"43500","HMDB0090595","3-methylglutaconic aciduria type II"
"43501","HMDB0090595","X-linked"
"43502","HMDB0090596","3-methylglutaconic aciduria type II"
"43503","HMDB0090596","X-linked"
"43504","HMDB0090597","3-methylglutaconic aciduria type II"
"43505","HMDB0090597","X-linked"
"43506","HMDB0090598","3-methylglutaconic aciduria type II"
"43507","HMDB0090598","X-linked"
"43508","HMDB0090599","3-methylglutaconic aciduria type II"
"43509","HMDB0090599","X-linked"
"43510","HMDB0090600","3-methylglutaconic aciduria type II"
"43511","HMDB0090600","X-linked"
"43512","HMDB0090601","3-methylglutaconic aciduria type II"
"43513","HMDB0090601","X-linked"
"43514","HMDB0090602","3-methylglutaconic aciduria type II"
"43515","HMDB0090602","X-linked"
"43516","HMDB0090603","3-methylglutaconic aciduria type II"
"43517","HMDB0090603","X-linked"
"43518","HMDB0090604","3-methylglutaconic aciduria type II"
"43519","HMDB0090604","X-linked"
"43520","HMDB0090605","3-methylglutaconic aciduria type II"
"43521","HMDB0090605","X-linked"
"43522","HMDB0090606","3-methylglutaconic aciduria type II"
"43523","HMDB0090606","X-linked"
"43524","HMDB0090607","3-methylglutaconic aciduria type II"
"43525","HMDB0090607","X-linked"
"43526","HMDB0090608","3-methylglutaconic aciduria type II"
"43527","HMDB0090608","X-linked"
"43528","HMDB0090609","3-methylglutaconic aciduria type II"
"43529","HMDB0090609","X-linked"
"43530","HMDB0090610","3-methylglutaconic aciduria type II"
"43531","HMDB0090610","X-linked"
"43532","HMDB0090611","3-methylglutaconic aciduria type II"
"43533","HMDB0090611","X-linked"
"43534","HMDB0090612","3-methylglutaconic aciduria type II"
"43535","HMDB0090612","X-linked"
"43536","HMDB0090613","3-methylglutaconic aciduria type II"
"43537","HMDB0090613","X-linked"
"43538","HMDB0090614","3-methylglutaconic aciduria type II"
"43539","HMDB0090614","X-linked"
"43540","HMDB0090615","3-methylglutaconic aciduria type II"
"43541","HMDB0090615","X-linked"
"43542","HMDB0090616","3-methylglutaconic aciduria type II"
"43543","HMDB0090616","X-linked"
"43544","HMDB0090617","3-methylglutaconic aciduria type II"
"43545","HMDB0090617","X-linked"
"43546","HMDB0090618","3-methylglutaconic aciduria type II"
"43547","HMDB0090618","X-linked"
"43548","HMDB0090619","3-methylglutaconic aciduria type II"
"43549","HMDB0090619","X-linked"
"43550","HMDB0090620","3-methylglutaconic aciduria type II"
"43551","HMDB0090620","X-linked"
"43552","HMDB0090621","3-methylglutaconic aciduria type II"
"43553","HMDB0090621","X-linked"
"43554","HMDB0090622","3-methylglutaconic aciduria type II"
"43555","HMDB0090622","X-linked"
"43556","HMDB0090623","3-methylglutaconic aciduria type II"
"43557","HMDB0090623","X-linked"
"43558","HMDB0090624","3-methylglutaconic aciduria type II"
"43559","HMDB0090624","X-linked"
"43560","HMDB0090625","3-methylglutaconic aciduria type II"
"43561","HMDB0090625","X-linked"
"43562","HMDB0090626","3-methylglutaconic aciduria type II"
"43563","HMDB0090626","X-linked"
"43564","HMDB0090627","3-methylglutaconic aciduria type II"
"43565","HMDB0090627","X-linked"
"43566","HMDB0090628","3-methylglutaconic aciduria type II"
"43567","HMDB0090628","X-linked"
"43568","HMDB0090629","3-methylglutaconic aciduria type II"
"43569","HMDB0090629","X-linked"
"43570","HMDB0090630","3-methylglutaconic aciduria type II"
"43571","HMDB0090630","X-linked"
"43572","HMDB0090631","3-methylglutaconic aciduria type II"
"43573","HMDB0090631","X-linked"
"43574","HMDB0090632","3-methylglutaconic aciduria type II"
"43575","HMDB0090632","X-linked"
"43576","HMDB0090633","3-methylglutaconic aciduria type II"
"43577","HMDB0090633","X-linked"
"43578","HMDB0090634","3-methylglutaconic aciduria type II"
"43579","HMDB0090634","X-linked"
"43580","HMDB0090635","3-methylglutaconic aciduria type II"
"43581","HMDB0090635","X-linked"
"43582","HMDB0090636","3-methylglutaconic aciduria type II"
"43583","HMDB0090636","X-linked"
"43584","HMDB0090637","3-methylglutaconic aciduria type II"
"43585","HMDB0090637","X-linked"
"43586","HMDB0090638","3-methylglutaconic aciduria type II"
"43587","HMDB0090638","X-linked"
"43588","HMDB0090639","3-methylglutaconic aciduria type II"
"43589","HMDB0090639","X-linked"
"43590","HMDB0090640","3-methylglutaconic aciduria type II"
"43591","HMDB0090640","X-linked"
"43592","HMDB0090641","3-methylglutaconic aciduria type II"
"43593","HMDB0090641","X-linked"
"43594","HMDB0090642","3-methylglutaconic aciduria type II"
"43595","HMDB0090642","X-linked"
"43596","HMDB0090643","3-methylglutaconic aciduria type II"
"43597","HMDB0090643","X-linked"
"43598","HMDB0090644","3-methylglutaconic aciduria type II"
"43599","HMDB0090644","X-linked"
"43600","HMDB0090645","3-methylglutaconic aciduria type II"
"43601","HMDB0090645","X-linked"
"43602","HMDB0090646","3-methylglutaconic aciduria type II"
"43603","HMDB0090646","X-linked"
"43604","HMDB0090647","3-methylglutaconic aciduria type II"
"43605","HMDB0090647","X-linked"
"43606","HMDB0090648","3-methylglutaconic aciduria type II"
"43607","HMDB0090648","X-linked"
"43608","HMDB0090649","3-methylglutaconic aciduria type II"
"43609","HMDB0090649","X-linked"
"43610","HMDB0090650","3-methylglutaconic aciduria type II"
"43611","HMDB0090650","X-linked"
"43612","HMDB0090651","3-methylglutaconic aciduria type II"
